Year,Ward,WD12CD,WD12CDO,Candidate,Party,Votes,Result
2019,Peasedown,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Adam William John Reynolds,Liberal Democrats,93,Not elected
2019,Keynsham South,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Nathan Lerway,UK Independence Party,175,Not elected
2019,Southdown,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Paul Nigel Crossley,Liberal Democrats,1019,Elected
2019,Keynsham South,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",David William Biddleston,Labour Party,437,Not elected
2017,Newbridge,E05001960,00HAPM,Pam Richards,Labour Party,174,Not elected
2019,Keynsham North,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Jonathan Samuel Wallcroft,Labour Party,394,Not elected
2019,Radstock,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Toby Simon,Liberal Democrats,272,Not elected
2019,Combe Down,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Bob Goodman,Conservative Party,733,Not elected
2019,Kingsmead,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Peter Joseph Michael Turner,Conservative Party,213,Not elected
2019,Weston,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Alison Peters Sandeman,Conservative Party,535,Not elected
2019,Bathavon South,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Paul Gerald Mallon,Conservative Party,494,Not elected
2019,Peasedown,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Sarah Frances Bevan,Independent,835,Elected
2019,Clutton & Farmborough,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Sally Davis,Conservative Party,381,Elected
2019,Walcot,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Isobel Mary Blackburn,Conservative Party,254,Not elected
2019,Twerton,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Cameron James Standring,Labour Party,250,Not elected
2019,Mendip,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Howard Ian Simpson,Labour Party,59,Not elected
2019,Kingsmead,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Andy Furse,Liberal Democrats,664,Elected
2019,Keynsham South,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Rosemary Rea Todd,Liberal Democrats,131,Not elected
2019,Bathavon South,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Matthew David McCabe,Liberal Democrats,901,Elected
2019,Keynsham East,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Mathew Paul Blankley,Conservative Party,584,Not elected
2019,Bathavon North,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Andrew Lea,Bath Northeast Somerset Independent Group (BIG),273,Not elected
2019,Walcot,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Richard Emlyn Samuel,Liberal Democrats,1050,Elected
2019,Midsomer Norton North,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Michael Evans,Conservative Party,413,Elected
2019,Twerton,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Max Seal,Conservative Party,90,Not elected
2019,Moorlands,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Paul Francis Cobden Massey,Conservative Party,165,Not elected
2019,Walcot,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Stuart Laurence Kay,Conservative Party,242,Not elected
2019,Publow with Whitchurch,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Meghan Amber Jones,Liberal Democrats,54,Not elected
2019,Lambridge,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Rob Appleyard,Liberal Democrats,1025,Elected
2019,Peasedown,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Ray Love,Liberal Democrats,177,Not elected
2019,Keynsham North,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Victor John Clarke,Conservative Party,541,Elected
2019,Newbridge,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Loraine Morgan-Brinkhurst,Conservative Party,580,Not elected
2019,Publow with Whitchurch,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Julian Alexander Woonton,Labour Party,121,Not elected
2019,Lansdown,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Andrew Edwin Charles Pattie,Conservative Party,532,Not elected
2019,Keynsham North,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Brian Simmons,Conservative Party,600,Elected
2019,Westmoreland,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Jo Williams,Green Party,219,Not elected
2019,Peasedown,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Karen Francine Walker,Independent,791,Elected
2019,Weston,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Guy Edward Ian Hodgson,Bath Northeast Somerset Independent Group (BIG),203,Not elected
2019,Keynsham East,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Keith Burchell,Labour Party,135,Not elected
2019,Paulton,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Ian Edmund Kealey,UK Independence Party,177,Not elected
2017,Walcot,E05001967,00HAPZ,Richard Emlyn Samuel,Liberal Democrats,750,Elected
2019,Timsbury,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Chris Reddy,Labour and Co-operative Party,91,Not elected
2019,Newbridge,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Ashley James Lewis,Labour Party,134,Not elected
2019,Odd Down,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Alastair James Thompson,Conservative Party,238,Not elected
2019,Midsomer Norton North,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Fflyff McLaren,Labour and Co-operative Party,209,Not elected
2019,Kingsmead,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Sue Craig,Liberal Democrats,721,Elected
2012,Chew Valley North,E05001940,00HANU,Andrew Christopher Tanner,Independent,106,Not elected
2019,Timsbury,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Douglas Eric Deacon,Independent,448,Elected
2019,Saltford,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",John Anthony Bull,Labour Party,139,Not elected
2019,Radstock,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Rupert Stephen Jude Bevan,Conservative Party,317,Not elected
2016,Abbey,E05001936,00HANP,Gerry Curran,Liberal Democrats,273,Not elected
2019,Lansdown,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Manuel Emilio Pimentel-Reid,Conservative Party,553,Not elected
2019,Bathavon North,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Emma Adams,Bath Northeast Somerset Independent Group (BIG),307,Not elected
2019,Mendip,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",David Wood,Liberal Democrat Focus Team,806,Elected
2019,Midsomer Norton North,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Shaun Hughes,Independent,436,Elected
2019,Kingsmead,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Oliver Hamish Thomas Dudley,Conservative Party,230,Not elected
2019,Radstock,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Mike Boulton,Independent,295,Not elected
2017,Walcot,E05001970,00HAPZ,Amber Evelyn Weston,Labour Party,111,Not elected
2019,Bathavon South,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Terry Pitt,Green Party,406,Not elected
2019,Odd Down,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Dom Tristram,Green Party,418,Not elected
2019,Keynsham East,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Andy Wait,Liberal Democrats,1084,Elected
2017,Walcot,E05001968,00HAPZ,Tim Stoneman,Green Party,343,Not elected
2019,Midsomer Norton North,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Ben Warren,Conservative Party,247,Not elected
2019,Paulton,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Debra Julie Ballington,Liberal Democrats,78,Not elected
2019,Southdown,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",David William Musgrave,Labour Party,407,Not elected
2019,Bathwick,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Johanna Maj Everritt,Labour Party,134,Not elected
2019,Bathwick,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Martin Reynold Roberto Grixoni,Conservative Party,558,Not elected
2019,Widcombe & Lyncombe,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Jasper Martin Becker,Conservative Party,566,Not elected
2019,Clutton & Farmborough,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Ann Margaret Morgan,Liberal Democrats,257,Not elected
2019,Lansdown,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Lucy Jane Hodge,Liberal Democrats,1151,Elected
2017,Newbridge,E05001956,00HAPM,Michelle Anne O'Doherty,Liberal Democrats,828,Elected
2019,Paulton,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",John Duddy,Conservative Party,177,Not elected
2019,Midsomer Norton North,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Grace Wiltshire,Green Party,208,Not elected
2019,Peasedown,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Kathy Thomas,Conservative Party,331,Not elected
2019,Twerton,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Tim Ball,Liberal Democrats,886,Elected
2019,Westmoreland,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",June Player,Independent,874,Elected
2018,Kingsmead,E05001952,00HAPE,Eric Lucas,Green Party,172,Not elected
2019,Weston,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Tamsin Egan,Labour Party,201,Not elected
2019,Combe Down,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Gerry Curran,Liberal Democrats,800,Elected
2019,Combe Down,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Tom Pymer,Labour Party,151,Not elected
2019,Keynsham North,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Clive Kenneth Dellard,Liberal Democrats,323,Not elected
2019,Widcombe & Lyncombe,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Mark Grosvenor McNeill Shelford,Conservative Party,632,Not elected
2019,Saltford,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Alastair Graham Singleton,Liberal Democrats,944,Elected
2016,Abbey,E05001937,00HANP,Vipul Arvind Patel,Green Party,252,Not elected
2019,Bathwick,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Evan Gregg Rudowski,Bath Northeast Somerset Independent Group (BIG),278,Not elected
2019,High Littleton,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Ryan David Wills,Liberal Democrats,595,Elected
2019,Bathavon South,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Neilson Trelawny Butters,Liberal Democrats,1121,Elected
2019,Walcot,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Tim Morgan,Green Party,469,Not elected
2019,Chew Valley,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Helen Stockwell,Labour Party,184,Not elected
2019,Kingsmead,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Eric Lucas,Green Party,294,Not elected
2019,Oldfield Park,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Olivia Grace Fitzgerald,Green Party,97,Not elected
2019,Bathwick,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Tom Hobson,Conservative Party,586,Not elected
2019,Newbridge,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Mark Roper,Liberal Democrats,1153,Elected
2018,Kingsmead,E05001951,00HAPE,Thomas Peter Hobson,Conservative Party,282,Not elected
2019,Bathavon North,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Neil Auty,Conservative Party,575,Not elected
2019,Walcot,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Tom Davies,Liberal Democrats,930,Elected
2019,Chew Valley,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Amy Fortnam,Liberal Democrats,486,Not elected
2019,Saltford,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Duncan Stuart Hounsell,Liberal Democrats,1124,Elected
2019,Midsomer Norton North,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Ben Stevens,Liberal Democrats,271,Not elected
2019,Westfield,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Belinda Mary Gornall,Liberal Democrats,75,Not elected
2019,Publow with Whitchurch,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Paul May,Conservative Party,470,Elected
2019,Bathavon South,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",David John Veale,No Party,154,Not elected
2019,Walcot,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Paul Tom Edward Tucker,Labour Party,225,Not elected
2017,Newbridge,E05001957,00HAPM,Rob Hawking,Conservative Party,783,Not elected
2019,Combe Down,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Bharat Ramji Nathoo Pankhania,Liberal Democrats,927,Elected
2019,Westfield,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Michael David Hooper,UK Independence Party,241,Not elected
2019,Widcombe & Lyncombe,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Alison Patricia Sian Born,Liberal Democrats,1852,Elected
2019,Radstock,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Deirdre Mary Horstmann,Conservative Party,220,Not elected
2019,Lansdown,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Mark William Elliott,Liberal Democrats,1028,Elected
2019,Weston,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Ruth Madeleine Malloy,Liberal Democrats,1138,Elected
2019,Odd Down,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Kathy Anne Beadle,Green Party,508,Not elected
2019,Combe Down,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Steve Merrifield,Conservative Party,562,Not elected
2019,Midsomer Norton North,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Edward Michael Jakins,Liberal Democrats,283,Not elected
2019,Bathavon South,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Lisa Anne Tilesi,Bath Northeast Somerset Independent Group (BIG),239,Not elected
2019,Southdown,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Patrick Anketell-Jones,Conservative Party,243,Not elected
2019,Lambridge,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Fay Emily Veare Whitfield,Green Party,544,Not elected
2019,Westfield,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Robin Moss,Labour Party,479,Elected
2019,Lambridge,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Emily Jane Peacock,Conservative Party,313,Not elected
2016,Abbey,E05001935,00HANP,Lizzie Gladwyn,Conservative Party,350,Elected
2019,Midsomer Norton Redfield,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Vicki Gait,Green Party,268,Not elected
2012,Chew Valley North,E05001940,00HANU,Liz Richardson,Conservative Party,417,Elected
2019,Midsomer Norton Redfield,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",John Edward Terry Baker,Independent,295,Not elected
2016,Abbey,E05001939,00HANP,Jenny Knight,Independent,43,Not elected
2019,Bathavon South,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Rosemary Naish,Conservative Party,474,Not elected
2019,Oldfield Park,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Brian John Webber,Conservative Party,108,Not elected
2019,Bathwick,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Manda Rigby,Liberal Democrats,1183,Elected
2019,Keynsham South,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Jessica Tamsin Milton,Bath Northeast Somerset Independent Group (BIG),210,Not elected
2012,Chew Valley North,E05001940,00HANU,Michael Edwin Jay,Green Party,26,Not elected
2017,Walcot,E05001969,00HAPZ,Brian Webber,Conservative Party,339,Not elected
2019,Weston,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Shelley Bromley,Liberal Democrats,1216,Elected
2019,Kingsmead,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Molly Martha Conisbee,Bath Northeast Somerset Independent Group (BIG),179,Not elected
2019,Radstock,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Bruce Andrew Shearn,Liberal Democrats,417,Elected
2019,Bathwick,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Yukteshwar Kumar,Liberal Democrats,1077,Elected
2019,Chew Valley,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",David Guy Parkes,Green Party,421,Not elected
2016,Abbey,E05001940,00HANP,Marc Ross Hooper,UK Independence Party,23,Not elected
2019,Keynsham East,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Hal McFie,Liberal Democrats,1038,Elected
2018,Kingsmead,E05001949,00HAPE,Sue Craig,Liberal Democrats,545,Elected
2019,Chew Valley,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Karen Ruth Warrington,Conservative Party,717,Elected
2019,Bathwick,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Owen John Biggadike,Labour Party,125,Not elected
2019,Keynsham East,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Jayne Smith,Conservative Party,574,Not elected
2019,Westfield,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Sharon Grace Ball,Liberal Democrats,95,Not elected
2019,Westmoreland,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Brad Todd Baines,Labour and Co-operative Party,134,Not elected
2019,Moorlands,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Jess David,Liberal Democrats,639,Elected
2019,Combe Down,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",David Charles Andrews,Green Party,487,Not elected
2019,High Littleton,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Pat Roscow,Green Party,67,Not elected
2019,Peasedown,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Jo Davis,Conservative Party,380,Not elected
2019,Westmoreland,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Lyn Jacobs,Conservative Party,63,Not elected
2019,Keynsham East,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Melanie Dawn Hilton,Bath Northeast Somerset Independent Group (BIG),238,Not elected
2019,Twerton,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Jordan Edwards,Conservative Party,75,Not elected
2019,Bathavon North,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Elizabeth Sarah Warren,Liberal Democrats,1373,Elected
2019,Newbridge,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Dick Daniel,Green Party,353,Not elected
2019,Moorlands,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Lesley Benita Hall,Labour Party,141,Not elected
2019,Westfield,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Katharine Sara Simmons,Conservative Party,154,Not elected
2019,Clutton & Farmborough,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Sam Ross,Green Party,234,Not elected
2019,Timsbury,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Sean Robert Stephenson-McGall,Liberal Democrats,102,Not elected
2019,Odd Down,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Paul Robert Purnell,Labour Party,316,Not elected
2019,Lambridge,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Lesley Kathleen Bees,Labour and Co-operative Party,453,Not elected
2019,Keynsham South,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Alan Dudley Hale,Conservative Party,670,Elected
2019,Kingsmead,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Mike Midgley,Labour Party,272,Not elected
2019,Bathavon North,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Vicky Drew,Labour and Co-operative Party,157,Not elected
2019,Midsomer Norton Redfield,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Chris Watt,Conservative Party,654,Elected
2019,Midsomer Norton Redfield,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Alice Ekrek Hovanessian,Liberal Democrats,96,Not elected
2019,Westfield,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Margaret Rose Brewer,Conservative Party,183,Not elected
2019,Bathavon South,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Alexander McCabe,Labour Party,149,Not elected
2019,Keynsham East,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",John Brian Wood,Labour Party,160,Not elected
2016,Abbey,E05001938,00HANP,Vicky Linda Drew,Labour Party,126,Not elected
2019,Radstock,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Christopher John Dando,Labour and Co-operative Party,428,Elected
2019,Midsomer Norton Redfield,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Gitte Dawson,Liberal Democrats,133,Not elected
2012,Chew Valley North,E05001940,00HANU,Charles Fenn,Liberal Democrats,271,Not elected
2019,Lansdown,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Rosemary Joan Sansome,Labour Party,158,Not elected
2019,Peasedown,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Vincent Michael Cox,Labour Party,157,Not elected
2019,Midsomer Norton North,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Andrew Barnes,Labour and Co-operative Party,234,Not elected
2019,Bathwick,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Michael Coffey,Green Party,348,Not elected
2019,Twerton,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Iona Louisa Everett,Green Party,146,Not elected
2019,Combe Down,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Liz Vincent,Labour Party,146,Not electe
2019,Westmoreland,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Susan Gillian Henley Green,Conservative Party,83,Not elected
2019,Paulton,"New ward boundaries, codes not yet released by Office for National Staistics","New ward boundaries, codes not yet released by Office for National Staistics",Zoe Louise Bushell,Liberal Democrats,112,Not elected
