title,url,created,state,whensent,category,lastupdate,latitude,longitude,ward,Location,Ward,Output Areas (OA),Middle Layer Super Output Areas (MSOA),Boundary,Lower Layer Super Output Areas (LSOA)
Pothole in Bonhill Lane,https://www.fixmystreet.com/report/445179,2014-02-24 11:08:28 UTC,fixed - user,2014-02-24 11:30:11 UTC,Potholes,2014-03-24 12:02:02 UTC,51.34138825,-2.599100156,Stowey-Sutton,"(51.34138825, -2.599100156)",4,89,21,1,33
Lakota,https://www.fixmystreet.com/report/178687,2011-04-08 18:31:44 UTC,confirmed,2011-04-08 21:05:02 UTC,Flyposting,2011-10-23 21:38:13 UTC,51.417988,-2.500734,Keynsham,"(51.417988, -2.500734)",24,171,1,1,49
'Temporary' red and white barrier greets visitors to Bath and has outstayed its welcome,https://www.fixmystreet.com/report/365147,2013-06-14 11:10:48 UTC,fixed - user,2013-06-14 11:15:09 UTC,Roads/highways,2013-09-13 15:30:27 UTC,51.377841,-2.357107,Abbey,"(51.377841, -2.357107)",35,13,7,1,21
Broken glass and rubble on path,https://www.fixmystreet.com/report/307924,2013-01-11 09:55:35 UTC,confirmed,2013-01-11 10:10:16 UTC,Flytipping,2013-03-08 15:05:29 UTC,51.38945149,-2.360477301,Lansdown,"(51.38945149, -2.360477301)",21,245,7,1,59
Overgrown hedges,https://www.fixmystreet.com/report/483983,2014-06-05 22:21:23 UTC,confirmed,2014-06-05 22:25:16 UTC,Trees,2014-06-05 22:25:16 UTC,51.39250065,-2.4097203,Newbridge,"(51.39250065, -2.4097203)",29,310,8,1,18
Orange Litter Bags,https://www.fixmystreet.com/report/3259,2007-04-24 23:38:29 UTC,fixed,2007-04-24 23:45:02 UTC,Flytipping,2007-05-23 22:08:40 UTC,51.38635939,-2.366918662,Kingsmead,"(51.38635939, -2.366918662)",34,200,9,1,115
Pothole,https://www.fixmystreet.com/report/424407,2014-01-17 22:17:37 UTC,fixed - user,2014-01-17 22:20:10 UTC,Potholes,2014-03-15 22:54:29 UTC,51.29647,-2.451117,Radstock,"(51.29647, -2.451117)",12,421,24,1,76
Pothole,https://www.fixmystreet.com/report/164982,2011-02-14 18:50:19 UTC,fixed,2011-02-14 23:10:01 UTC,Potholes,2011-03-15 09:31:41 UTC,51.3175001,-2.429687264,Peasedown St John,"(51.3175001, -2.429687264)",15,391,22,1,71
Blocked storm drain,https://www.fixmystreet.com/report/399706,2013-11-03 14:38:27 UTC,confirmed,2013-11-03 14:40:09 UTC,Roads/highways,2013-11-03 14:40:09 UTC,51.379794,-2.350959,Widcombe,"(51.379794, -2.350959)",33,562,12,1,111
Yellow Lines Fading,https://www.fixmystreet.com/report/373587,2013-07-19 10:07:40 UTC,confirmed,2013-07-19 10:10:10 UTC,Roads/highways,2013-07-19 10:10:10 UTC,51.383377,-2.398186,Newbridge,"(51.383377, -2.398186)",29,323,8,1,17
Hedge needs cutting back,https://www.fixmystreet.com/report/581508,2015-02-03 23:26:49 UTC,fixed - user,2015-02-03 23:30:26 UTC,Pavements/footpaths,2015-07-08 09:38:00 UTC,51.38770305,-2.347656335,Bathwick,"(51.38770305, -2.347656335)",22,74,12,1,30
Large pothole,https://www.fixmystreet.com/report/353190,2013-04-29 16:22:51 UTC,confirmed,2013-04-29 16:25:09 UTC,Potholes,2013-05-28 12:45:56 UTC,51.29626453,-2.520947269,Farrington Gurney,"(51.29626453, -2.520947269)",3,132,23,1,43
Uneven and dangerous footpath,https://www.fixmystreet.com/report/70740,2009-08-24 10:49:31 UTC,confirmed,2009-08-24 10:55:01 UTC,Pavements/footpaths,2009-08-24 10:55:01 UTC,51.28828428,-2.477254713,Midsomer Norton North,"(51.28828428, -2.477254713)",11,289,25,1,11
Pothole has reopened,https://www.fixmystreet.com/report/347635,2013-04-13 22:52:10 UTC,confirmed,2013-04-13 22:55:09 UTC,Potholes,2014-04-28 09:50:54 UTC,51.388702,-2.366443,Kingsmead,"(51.388702, -2.366443)",34,199,9,1,115
Several large potholes crumbling road surface,https://www.fixmystreet.com/report/606765,2015-03-17 15:05:29 UTC,confirmed,2015-03-17 15:50:12 UTC,Potholes,2015-04-15 17:01:01 UTC,51.394817,-2.346656,Lambridge,"(51.394817, -2.346656)",23,230,4,1,58
Street light m596 not working,https://www.fixmystreet.com/report/465023,2014-04-13 08:08:30 UTC,fixed - user,2014-04-13 08:10:11 UTC,Street lighting,2014-06-11 18:39:10 UTC,51.283706,-2.473091,Westfield,"(51.283706, -2.473091)",26,513,26,1,100
No bin at bus stop,https://www.fixmystreet.com/report/236,2007-02-22 12:21:49 UTC,confirmed,2007-02-22 16:30:01 UTC,Other,2007-02-22 16:30:01 UTC,51.36494843,-2.346106517,Combe Down,"(51.36494843, -2.346106517)",19,109,18,1,37
Bags of rubbish left out,https://www.fixmystreet.com/report/414098,2013-12-24 15:46:11 UTC,fixed - user,2013-12-24 15:50:15 UTC,Rubbish (refuse and recycling),2014-01-02 20:48:12 UTC,51.37327521,-2.400139577,Southdown,"(51.37327521, -2.400139577)",27,451,15,1,86
Blocked drain,https://www.fixmystreet.com/report/24117,2008-06-10 16:51:30 UTC,fixed,2008-07-03 19:23:41 UTC,Other,2008-08-01 11:27:31 UTC,51.30333121,-2.455376548,Radstock,"(51.30333121, -2.455376548)",12,405,24,1,76
Potholes by Roadworks (Ralph Allen Drive),https://www.fixmystreet.com/report/85620,2010-01-02 12:46:38 UTC,fixed,2010-01-18 17:35:06 UTC,Potholes,2010-03-24 14:54:46 UTC,51.36600525,-2.345932065,Widcombe,"(51.36600525, -2.345932065)",33,575,12,1,110
Needs zebra crossing,https://www.fixmystreet.com/report/640704,2015-05-29 13:45:50 UTC,confirmed,2015-05-29 13:50:37 UTC,Roads/highways,2015-06-16 23:40:11 UTC,51.398315,-2.395816,Weston,"(51.398315, -2.395816)",20,539,5,1,105
Excessive Parking on Public Highway,https://www.fixmystreet.com/report/548236,2014-11-21 13:06:56 UTC,confirmed,2014-11-21 13:10:43 UTC,Car parking,2014-11-21 13:10:43 UTC,51.36317313,-2.337663991,Combe Down,"(51.36317313, -2.337663991)",19,105,18,1,37
Offensive graffiti,https://www.fixmystreet.com/report/190542,2011-06-21 19:00:22 UTC,fixed,2011-06-21 19:05:08 UTC,Road traffic signs,2011-07-19 23:11:02 UTC,51.344753,-2.348894,Southstoke,"(51.344753, -2.348894)",10,58,10,1,113
This road is frequently used by cyclists - can a segregated cyclepath be put in?,https://www.fixmystreet.com/report/568974,2015-01-13 12:17:28 UTC,confirmed,2015-01-13 12:20:38 UTC,Roads/highways,2015-01-13 12:20:38 UTC,51.36827347,-2.478394287,Marksbury,"(51.36827347, -2.478394287)",8,130,16,1,40
Extensive flooding on westbound side,https://www.fixmystreet.com/report/144008,2010-11-21 11:45:36 UTC,fixed,2010-11-21 11:50:02 UTC,Roads/highways,2011-03-31 12:39:55 UTC,51.38410145,-2.372055819,Kingsmead,"(51.38410145, -2.372055819)",34,205,9,1,115
Road Sign facing the wrong way,https://www.fixmystreet.com/report/238310,2012-03-12 22:16:50 UTC,confirmed,2012-03-12 22:20:05 UTC,Road traffic signs,2012-03-12 22:20:05 UTC,51.38343914,-2.365069005,Kingsmead,"(51.38343914, -2.365069005)",34,193,9,1,55
Roundabout markings,https://www.fixmystreet.com/report/321295,2013-02-12 12:16:08 UTC,confirmed,2013-02-12 12:20:09 UTC,Road traffic signs,2013-04-09 14:31:07 UTC,51.42526776,-2.516452962,Keynsham,"(51.42526776, -2.516452962)",24,161,1,1,48
Bollard knocked over and paving broken (again)!,https://www.fixmystreet.com/report/340514,2013-03-26 10:22:21 UTC,fixed - user,2013-03-26 10:25:22 UTC,Other,2013-04-23 10:31:22 UTC,51.382982,-2.360954,Abbey,"(51.382982, -2.360954)",35,11,7,1,20
Brassknocker Hill,https://www.fixmystreet.com/report/352928,2013-04-28 20:48:06 UTC,confirmed,2013-04-28 20:50:10 UTC,Street cleaning,2013-04-28 20:50:10 UTC,51.362016,-2.318346,Monkton Combe,"(51.362016, -2.318346)",10,56,10,1,113
Overgrown foliage over highway,https://www.fixmystreet.com/report/63931,2009-07-03 10:24:11 UTC,confirmed,2009-07-03 10:30:05 UTC,Trees,2009-07-03 10:30:05 UTC,51.37062078,-2.349086649,Widcombe,"(51.37062078, -2.349086649)",33,575,12,1,110
Overhanging vegetation,https://www.fixmystreet.com/report/273154,2012-08-21 10:26:59 UTC,confirmed,2012-08-21 10:40:04 UTC,Pavements/footpaths,2012-10-05 10:37:57 UTC,51.29170537,-2.462031547,Radstock,"(51.29170537, -2.462031547)",12,421,24,1,76
Proper crossing needed!,https://www.fixmystreet.com/report/7461,2007-08-13 19:53:23 UTC,confirmed,2007-08-13 20:00:02 UTC,Pavements/footpaths,2008-05-18 21:36:06 UTC,51.38549955,-2.360651949,Abbey,"(51.38549955, -2.360651949)",35,7,7,1,20
Signs are upside down,https://www.fixmystreet.com/report/468212,2014-04-24 08:40:09 UTC,confirmed,2014-04-24 08:45:10 UTC,Road traffic signs,2014-04-24 08:45:10 UTC,51.41516705,-2.491665699,Keynsham,"(51.41516705, -2.491665699)",16,152,3,1,45
Derelict house in conservation area,https://www.fixmystreet.com/report/462895,2014-04-06 19:38:40 UTC,confirmed,2014-04-06 19:40:36 UTC,Other,2014-10-06 12:58:22 UTC,51.388846,-2.365675,Kingsmead,"(51.388846, -2.365675)",34,199,9,1,115
New street light too bright.,https://www.fixmystreet.com/report/555948,2014-12-11 10:18:17 UTC,confirmed,2014-12-11 10:20:31 UTC,Street lighting,2014-12-11 10:20:31 UTC,51.38493529,-2.357391115,Abbey,"(51.38493529, -2.357391115)",35,6,7,1,20
Numerous potholes,https://www.fixmystreet.com/report/456498,2014-03-20 15:39:05 UTC,confirmed,2014-03-20 15:45:15 UTC,Potholes,2014-03-20 15:45:15 UTC,51.33163703,-2.53962579,Clutton,"(51.33163703, -2.53962579)",5,98,20,1,35
Two signs facing the wrong way,https://www.fixmystreet.com/report/113916,2010-05-10 23:57:20 UTC,confirmed,2010-05-11 00:05:04 UTC,Road traffic signs,2010-05-11 00:05:04 UTC,51.3829433,-2.426411219,Bathavon West,"(51.3829433, -2.426411219)",9,68,22,1,28
Pothole,https://www.fixmystreet.com/report/251146,2012-05-14 08:50:22 UTC,fixed - user,2012-05-14 08:55:12 UTC,Potholes,2012-07-09 09:30:50 UTC,51.30951131,-2.533425661,High Littleton,"(51.30951131, -2.533425661)",3,136,23,1,43
Road repairs,https://www.fixmystreet.com/report/107746,2010-04-05 18:49:28 UTC,fixed,2010-04-06 07:40:02 UTC,Potholes,2010-05-04 20:55:06 UTC,51.39248487,-2.356161906,Walcot,"(51.39248487, -2.356161906)",36,493,6,1,94
Ridge in road surface,https://www.fixmystreet.com/report/357881,2013-05-17 09:20:00 UTC,fixed - user,2013-05-17 09:20:09 UTC,Roads/highways,2013-06-17 11:18:12 UTC,51.33555607,-2.662187454,Chew Stoke,"(51.33555607, -2.662187454)",6,84,21,1,31
Broken drain cover outside 4 St. James's Park,https://www.fixmystreet.com/report/242306,2012-03-30 10:44:31 UTC,fixed - user,2012-03-30 10:45:07 UTC,Pavements/footpaths,2012-04-08 22:39:21 UTC,51.389502,-2.365755,Lansdown,"(51.389502, -2.365755)",21,246,7,1,2
Abandoned scrap metal etc.,https://www.fixmystreet.com/report/639279,2015-05-26 16:04:29 UTC,confirmed,2015-05-26 16:10:18 UTC,Flytipping,2015-06-23 19:27:59 UTC,51.359706,-2.347528,Combe Down,"(51.359706, -2.347528)",19,117,18,1,38
"Arlington Street, Bath",https://www.fixmystreet.com/report/44685,2009-02-16 14:18:50 UTC,confirmed,2009-02-16 14:25:02 UTC,Potholes,2009-02-16 14:25:02 UTC,51.38142247,-2.357449586,Abbey,"(51.38142247, -2.357449586)",35,3,7,1,21
Bike lock on handrail,https://www.fixmystreet.com/report/180953,2011-04-21 11:40:20 UTC,fixed,2011-04-21 11:45:01 UTC,Pavements/footpaths,2011-07-15 14:58:26 UTC,51.385734,-2.361895,Abbey,"(51.385734, -2.361895)",35,4,7,1,22
Pothole,https://www.fixmystreet.com/report/318203,2013-02-05 17:05:32 UTC,fixed - user,2013-02-05 17:10:10 UTC,Potholes,2013-03-06 05:45:14 UTC,51.36268634,-2.356352307,Combe Down,"(51.36268634, -2.356352307)",19,116,18,1,36
Speeding,https://www.fixmystreet.com/report/506569,2014-07-29 16:35:24 UTC,confirmed,2014-07-29 16:40:18 UTC,Other,2014-07-29 16:40:18 UTC,51.37845624,-2.383314406,Westmoreland,"(51.37845624, -2.383314406)",32,531,13,1,101
Flooding on the Bristol Bath Railway Path,https://www.fixmystreet.com/report/303530,2013-01-02 14:04:04 UTC,confirmed,2013-01-02 14:05:27 UTC,Other,2013-02-22 18:12:25 UTC,51.388809,-2.41162,Newton St Loe,"(51.388809, -2.41162)",9,68,22,1,28
Charlotte Street car park entrance,https://www.fixmystreet.com/report/37088,2008-12-11 13:08:43 UTC,fixed,2008-12-11 13:20:02 UTC,Road traffic signs,2008-12-11 17:45:08 UTC,51.38374458,-2.365457235,Kingsmead,"(51.38374458, -2.365457235)",34,193,9,1,55
Very poor road surface,https://www.fixmystreet.com/report/260337,2012-06-25 16:56:31 UTC,confirmed,2012-06-25 17:00:08 UTC,Roads/highways,2012-06-25 17:00:08 UTC,51.40777759,-2.287877725,Bathford,"(51.40777759, -2.287877725)",1,41,10,1,26
Wrong road markings,https://www.fixmystreet.com/report/96791,2010-02-19 00:25:28 UTC,fixed,2010-02-19 00:30:02 UTC,Road traffic signs,2010-03-19 07:33:12 UTC,51.42478978,-2.514577785,Keynsham North,"(51.42478978, -2.514577785)",24,161,1,1,48
Multiple Road Defects,https://www.fixmystreet.com/report/382759,2013-08-28 14:16:55 UTC,confirmed,2013-08-28 14:20:18 UTC,Roads/highways,2013-11-16 12:12:15 UTC,51.38492188,-2.374688151,Kingsmead,"(51.38492188, -2.374688151)",34,205,9,1,115
Multiple pot holes/Radford has worst road surface in BANES,https://www.fixmystreet.com/report/547975,2014-11-20 19:48:20 UTC,confirmed,2014-11-20 19:55:12 UTC,Potholes,2014-11-20 19:55:12 UTC,51.31774144,-2.473031201,Paulton,"(51.31774144, -2.473031201)",13,581,23,1,69
New Road Layout Causing Delays,https://www.fixmystreet.com/report/392049,2013-10-04 13:17:40 UTC,confirmed,2013-10-04 13:20:15 UTC,Roads/highways,2013-10-04 13:20:15 UTC,51.38257164,-2.359262789,Abbey,"(51.38257164, -2.359262789)",35,11,7,1,20
Street sign fallen down,https://www.fixmystreet.com/report/481844,2014-06-03 23:03:08 UTC,confirmed,2014-06-03 23:05:29 UTC,Street nameplates,2014-06-03 23:05:29 UTC,51.34178863,-2.483068598,Farmborough,"(51.34178863, -2.483068598)",8,127,16,1,40
Uncollected trade cardboard waste at St. Andrew's School,https://www.fixmystreet.com/report/291469,2012-11-17 19:45:52 UTC,fixed - user,2012-11-17 19:50:08 UTC,Rubbish (refuse and recycling),2012-12-15 21:54:41 UTC,51.38838698,-2.36670004,Kingsmead,"(51.38838698, -2.36670004)",34,199,9,1,115
Pot Holes,https://www.fixmystreet.com/report/328051,2013-02-27 10:37:25 UTC,confirmed,2013-02-27 10:40:27 UTC,Potholes,2013-03-27 11:07:38 UTC,51.283777,-2.463788,Westfield,"(51.283777, -2.463788)",26,516,26,1,98
Cycle/foot-path still overgrown,https://www.fixmystreet.com/report/268714,2012-07-29 23:03:33 UTC,confirmed,2012-07-29 23:05:07 UTC,Pavements/footpaths,2012-07-29 23:05:07 UTC,51.38451074,-2.375793425,Kingsmead,"(51.38451074, -2.375793425)",34,205,9,1,115
Potholes,https://www.fixmystreet.com/report/431188,2014-01-31 07:54:05 UTC,fixed - user,2014-01-31 07:55:38 UTC,Potholes,2015-01-16 21:14:41 UTC,51.39386275,-2.389099182,Newbridge,"(51.39386275, -2.389099182)",29,316,8,1,16
Fly tipping outside Priston,https://www.fixmystreet.com/report/475287,2014-05-15 21:20:49 UTC,fixed - user,2014-05-15 21:25:12 UTC,Flytipping,2014-06-17 20:50:37 UTC,51.341465,-2.429804,Priston,"(51.341465, -2.429804)",9,69,22,1,28
Many small potholes,https://www.fixmystreet.com/report/103109,2010-03-14 17:24:23 UTC,confirmed,2010-03-14 17:30:05 UTC,Potholes,2010-04-11 19:10:54 UTC,51.39473499,-2.3866178,Weston,"(51.39473499, -2.3866178)",20,551,5,1,107
Rubbish not collected from bin on Tuesday,https://www.fixmystreet.com/report/665788,2015-07-22 21:39:59 UTC,fixed - user,2015-07-22 21:40:29 UTC,Rubbish (refuse and recycling),2015-08-20 12:59:36 UTC,51.379066,-2.390262,Westmoreland,"(51.379066, -2.390262)",32,525,13,1,102
Badly pockmarked road surface,https://www.fixmystreet.com/report/48648,2009-03-12 23:02:35 UTC,confirmed,2009-03-12 23:05:16 UTC,Potholes,2009-03-12 23:05:16 UTC,51.39948964,-2.46552313,Saltford,"(51.39948964, -2.46552313)",17,433,16,1,82
Large Potholes,https://www.fixmystreet.com/report/571123,2015-01-16 19:04:57 UTC,fixed - user,2015-01-16 19:05:39 UTC,Potholes,2015-10-15 07:38:08 UTC,51.390961,-2.384604,Kingsmead,"(51.390961, -2.384604)",34,197,9,1,54
Pot hole on side of road,https://www.fixmystreet.com/report/182850,2011-05-04 11:22:43 UTC,confirmed,2011-05-04 11:25:01 UTC,Potholes,2011-05-04 11:25:01 UTC,51.322306,-2.69318,Ubley,"(51.322306, -2.69318)",4,93,21,1,32
Road subsidence,https://www.fixmystreet.com/report/456496,2014-03-20 15:36:24 UTC,confirmed,2014-03-20 16:15:23 UTC,Roads/highways,2014-05-23 12:08:51 UTC,51.33209561,-2.574462979,Stowey-Sutton,"(51.33209561, -2.574462979)",4,91,21,1,33
Footpath Flooding,https://www.fixmystreet.com/report/432404,2014-02-02 18:11:01 UTC,confirmed,2014-02-02 18:30:32 UTC,Pavements/footpaths,2014-02-02 18:30:32 UTC,51.40024578,-2.39312027,Weston,"(51.40024578, -2.39312027)",20,541,5,1,106
Pot holes and dangerously eroded road surface,https://www.fixmystreet.com/report/655853,2015-07-01 22:27:19 UTC,confirmed,2015-07-01 22:30:32 UTC,Potholes,2015-07-01 22:30:32 UTC,51.376651,-2.541881,Publow,"(51.376651, -2.541881)",7,398,20,1,74
Pothole problem,https://www.fixmystreet.com/report/335523,2013-03-17 15:36:36 UTC,fixed - user,2013-03-17 15:40:21 UTC,Potholes,2013-04-15 17:23:49 UTC,51.37243219,-2.391122435,Southdown,"(51.37243219, -2.391122435)",27,435,15,1,85
Fly tipping,https://www.fixmystreet.com/report/398788,2013-10-30 21:02:49 UTC,fixed - user,2013-10-30 21:05:10 UTC,Flytipping,2013-11-28 10:19:27 UTC,51.36654079,-2.649414434,Chew Stoke,"(51.36654079, -2.649414434)",6,84,21,1,31
Sinking and already deep drain cover,https://www.fixmystreet.com/report/536943,2014-10-25 09:22:11 UTC,confirmed,2014-10-25 09:25:22 UTC,Potholes,2014-10-25 09:25:22 UTC,51.40182838,-2.456947185,Saltford,"(51.40182838, -2.456947185)",17,431,16,1,81
Rubbish,https://www.fixmystreet.com/report/445983,2014-02-25 17:16:59 UTC,confirmed,2014-02-25 17:20:09 UTC,Rubbish (refuse and recycling),2014-02-25 17:20:09 UTC,51.373423,-2.40132,Southdown,"(51.373423, -2.40132)",27,452,15,1,86
Poor and deep bump road surface near bend,https://www.fixmystreet.com/report/536948,2014-10-25 09:25:56 UTC,confirmed,2014-10-25 09:30:12 UTC,Roads/highways,2014-10-25 09:30:12 UTC,51.40273865,-2.469542839,Saltford,"(51.40273865, -2.469542839)",17,427,16,1,82
Water flowing down road,https://www.fixmystreet.com/report/288416,2012-11-05 10:00:13 UTC,fixed - user,2012-11-05 10:05:09 UTC,Roads/highways,2012-11-07 10:27:43 UTC,51.388755,-2.366474,Kingsmead,"(51.388755, -2.366474)",34,199,9,1,115
Grit Bin - Needs Refilling,https://www.fixmystreet.com/report/148571,2010-12-18 12:11:06 UTC,fixed,2010-12-18 12:15:02 UTC,Roads/highways,2010-12-21 13:54:20 UTC,51.36499673,-2.347798393,Combe Down,"(51.36499673, -2.347798393)",19,109,18,1,37
"Large Pot hole outside 28 High Street, Chew Magna",https://www.fixmystreet.com/report/476941,2014-05-21 13:03:07 UTC,fixed - user,2014-05-21 13:05:10 UTC,Potholes,2014-07-12 21:43:57 UTC,51.36538975,-2.616361733,Chew Magna,"(51.36538975, -2.616361733)",6,80,21,1,31
Deep pot hole,https://www.fixmystreet.com/report/425953,2014-01-21 10:48:25 UTC,fixed - user,2014-01-21 10:50:21 UTC,Potholes,2014-02-18 11:10:44 UTC,51.40992,-2.4904,Keynsham,"(51.40992, -2.4904)",16,142,3,1,46
Abandoned Car,https://www.fixmystreet.com/report/5917,2007-06-30 16:43:59 UTC,fixed,2007-06-30 16:45:02 UTC,Abandoned vehicles,2007-10-21 09:26:31 UTC,51.38699543,-2.355069836,Abbey,"(51.38699543, -2.355069836)",35,19,7,1,21
Bike flyposting,https://www.fixmystreet.com/report/138601,2010-10-16 11:14:16 UTC,confirmed,2010-10-16 11:15:02 UTC,Flyposting,2014-10-12 10:47:41 UTC,51.37965412,-2.359404274,Abbey,"(51.37965412, -2.359404274)",35,12,7,1,20
Extremely poor road surface near post office area,https://www.fixmystreet.com/report/610275,2015-03-24 08:08:01 UTC,confirmed,2015-03-24 08:10:31 UTC,Roads/highways,2015-06-17 06:32:26 UTC,51.38437,-2.389721,Newbridge,"(51.38437, -2.389721)",29,325,8,1,15
Rubbish in the Park,https://www.fixmystreet.com/report/1629,2007-03-20 15:21:00 UTC,confirmed,2007-03-20 16:30:19 UTC,Other,2007-03-20 16:30:19 UTC,51.36501067,-2.361412101,Lyncombe,"(51.36501067, -2.361412101)",18,252,17,1,5
Disregard for no stopping zone,https://www.fixmystreet.com/report/520274,2014-09-08 10:37:40 UTC,confirmed,2014-09-08 10:40:19 UTC,Car parking,2014-09-08 10:40:19 UTC,51.37310488,-2.361617918,Lyncombe,"(51.37310488, -2.361617918)",18,266,17,1,3
Large pothole,https://www.fixmystreet.com/report/646500,2015-06-11 12:01:22 UTC,fixed - user,2015-06-11 12:15:36 UTC,Potholes,2015-07-09 12:40:26 UTC,51.31711,-2.497212,Paulton,"(51.31711, -2.497212)",13,581,23,1,69
Parking on yellow lines,https://www.fixmystreet.com/report/116868,2010-05-31 12:28:00 UTC,confirmed,2010-05-31 12:30:03 UTC,Car parking,2010-09-28 10:50:44 UTC,51.38505846,-2.389620465,Newbridge,"(51.38505846, -2.389620465)",29,325,8,1,15
And litter being droped,https://www.fixmystreet.com/report/71652,2009-09-01 12:28:25 UTC,unconfirmed,,Dog fouling,2009-09-01 12:28:25 UTC,51.36228172,-2.35945706,Combe Down,"(51.36228172, -2.35945706)",19,112,18,1,39
Overgrown weeds,https://www.fixmystreet.com/report/370578,2013-07-06 15:03:56 UTC,confirmed,2013-07-06 15:05:09 UTC,Street cleaning,2013-08-31 21:28:17 UTC,51.28465342,-2.466303534,Westfield,"(51.28465342, -2.466303534)",26,514,26,1,98
Bycycle accident due to pothole,https://www.fixmystreet.com/report/174764,2011-03-21 15:40:55 UTC,confirmed,2011-03-21 15:45:02 UTC,Potholes,2011-03-21 15:45:02 UTC,51.35966147,-2.342774291,Combe Down,"(51.35966147, -2.342774291)",19,103,18,1,37
Household appliances and furniture,https://www.fixmystreet.com/report/193531,2011-07-11 23:04:07 UTC,confirmed,2011-07-11 23:05:07 UTC,Flytipping,2011-07-11 23:05:07 UTC,51.376698,-2.408597,Twerton,"(51.376698, -2.408597)",28,470,11,1,90
Large Pothole,https://www.fixmystreet.com/report/93237,2010-02-02 18:24:13 UTC,fixed,2010-02-02 18:25:02 UTC,Potholes,2010-03-31 02:43:42 UTC,51.32481925,-2.330630893,Bathavon South,"(51.32481925, -2.330630893)",10,54,10,1,113
Leaves compacted by motor vehicles,https://www.fixmystreet.com/report/10784,2007-11-16 18:44:48 UTC,confirmed,2007-11-17 08:10:02 UTC,Street cleaning,2007-11-17 08:10:02 UTC,51.35838053,-2.346677123,Combe Down,"(51.35838053, -2.346677123)",19,103,18,1,37
Household rubbish in the street,https://www.fixmystreet.com/report/51310,2009-03-30 23:23:55 UTC,fixed,2009-03-30 23:30:03 UTC,Rubbish (refuse and recycling),2009-05-01 23:54:36 UTC,51.39080531,-2.358330012,Walcot,"(51.39080531, -2.358330012)",36,488,6,1,94
Pothole,https://www.fixmystreet.com/report/362065,2013-06-03 13:53:57 UTC,fixed - user,2013-06-03 13:55:09 UTC,Potholes,2013-07-03 12:16:44 UTC,51.30260905,-2.408970967,Shoscombe,"(51.30260905, -2.408970967)",10,57,10,1,114
Broken Abandoned Bicycle on Bay,https://www.fixmystreet.com/report/200693,2011-08-31 22:44:22 UTC,confirmed,2011-08-31 22:50:07 UTC,Abandoned vehicles,2011-10-10 23:15:57 UTC,51.386615,-2.359362,Abbey,"(51.386615, -2.359362)",35,1,7,1,20
Litter Bin Missing,https://www.fixmystreet.com/report/80620,2009-11-20 13:40:50 UTC,confirmed,2009-11-20 13:45:02 UTC,Rubbish (refuse and recycling),2010-06-10 10:53:21 UTC,51.38633027,-2.396858504,Newbridge,"(51.38633027, -2.396858504)",29,322,8,1,17
No bins,https://www.fixmystreet.com/report/60848,2009-06-09 11:17:44 UTC,confirmed,2009-06-09 11:20:05 UTC,Dog fouling,2009-06-09 11:20:05 UTC,51.2988566,-2.45781872,Radstock,"(51.2988566, -2.45781872)",12,421,24,1,76
Pot hole,https://www.fixmystreet.com/report/416794,2014-01-03 08:49:52 UTC,fixed - user,2014-01-03 08:50:09 UTC,Potholes,2014-04-02 08:48:41 UTC,51.33579066,-2.662326914,Chew Stoke,"(51.33579066, -2.662326914)",6,84,21,1,31
Broken glass on steps,https://www.fixmystreet.com/report/213853,2011-11-17 14:25:44 UTC,fixed - user,2011-11-17 14:30:08 UTC,Pavements/footpaths,2012-01-13 12:54:51 UTC,51.389133,-2.360198,Lansdown,"(51.389133, -2.360198)",21,245,7,1,59
Pot hole,https://www.fixmystreet.com/report/440588,2014-02-15 20:19:12 UTC,fixed - user,2014-02-15 20:20:37 UTC,Potholes,2014-03-15 22:54:52 UTC,51.319981,-2.471611,Timsbury,"(51.319981, -2.471611)",14,459,16,1,87
Subsiding Road,https://www.fixmystreet.com/report/437590,2014-02-10 15:33:18 UTC,confirmed,2014-02-10 15:40:33 UTC,Roads/highways,2014-04-08 12:17:53 UTC,51.39552249,-2.420241389,Kelston,"(51.39552249, -2.420241389)",1,50,10,1,25
Mud in Church Road,https://www.fixmystreet.com/report/1026,2007-03-09 12:49:59 UTC,confirmed,2007-03-09 13:30:24 UTC,Other,2007-03-09 13:30:24 UTC,51.35925353,-2.346875235,Combe Down,"(51.35925353, -2.346875235)",19,103,18,1,37
Pot holes in Park Road near Dunster Road,https://www.fixmystreet.com/report/562648,2014-12-31 11:59:10 UTC,fixed - user,2014-12-31 12:00:14 UTC,Potholes,2015-01-28 15:36:39 UTC,51.406837,-2.500728,Keynsham,"(51.406837, -2.500728)",37,186,2,1,53
Uprooted bollard,https://www.fixmystreet.com/report/158,2007-02-16 15:20:50 UTC,confirmed,2007-03-28 14:30:02 UTC,Other,2007-03-28 14:30:02 UTC,51.36137517,-2.345751233,Combe Down,"(51.36137517, -2.345751233)",19,109,18,1,37
You decide,https://www.fixmystreet.com/report/24961,2008-06-26 11:11:00 UTC,hidden,2008-06-26 11:15:01 UTC,Roads/highways,2008-06-26 11:15:01 UTC,51.39954319,-2.391587439,Weston,"(51.39954319, -2.391587439)",20,553,5,1,106
