PRACTICE_CODE,CCG,CCG Name,Residential LA,ORG_NAME,LSOA_CODE,Male Patients,Female Patients,All Patients
L81130,12A,NHS South Gloucestershire CCG,Bath and North East Somerset,CADBURY HEATH HEALTHCARE,E01014396,4,1,5
L81130,12A,NHS South Gloucestershire CCG,Bath and North East Somerset,CADBURY HEATH HEALTHCARE,E01014399,1,0,1
L81130,12A,NHS South Gloucestershire CCG,Bath and North East Somerset,CADBURY HEATH HEALTHCARE,E01014400,1,1,2
L81130,12A,NHS South Gloucestershire CCG,Bath and North East Somerset,CADBURY HEATH HEALTHCARE,E01014401,4,3,7
L81130,12A,NHS South Gloucestershire CCG,Bath and North East Somerset,CADBURY HEATH HEALTHCARE,E01014402,0,1,1
L81132,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,WESTFIELD SURGERY,E01014379,14,9,23
L81132,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,WESTFIELD SURGERY,E01014391,5,5,10
L81132,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,WESTFIELD SURGERY,E01014393,4,6,10
L81132,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,WESTFIELD SURGERY,E01014394,22,27,49
L81132,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,WESTFIELD SURGERY,E01014403,1,0,1
L81132,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,WESTFIELD SURGERY,E01014405,1,0,1
L81132,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,WESTFIELD SURGERY,E01014419,1,5,6
L81132,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,WESTFIELD SURGERY,E01014420,44,43,87
L81132,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,WESTFIELD SURGERY,E01014421,56,32,88
L81132,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,WESTFIELD SURGERY,E01014422,36,36,72
L81132,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,WESTFIELD SURGERY,E01014423,39,45,84
L81132,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,WESTFIELD SURGERY,E01014424,104,105,209
L81132,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,WESTFIELD SURGERY,E01014425,80,65,145
L81132,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,WESTFIELD SURGERY,E01014426,40,52,92
L81132,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,WESTFIELD SURGERY,E01014431,0,1,1
L81132,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,WESTFIELD SURGERY,E01014439,34,33,67
L81132,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,WESTFIELD SURGERY,E01014440,22,23,45
L81132,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,WESTFIELD SURGERY,E01014441,8,8,16
L81132,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,WESTFIELD SURGERY,E01014442,11,10,21
L81132,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,WESTFIELD SURGERY,E01014443,11,13,24
L81132,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,WESTFIELD SURGERY,E01014444,22,28,50
L81132,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,WESTFIELD SURGERY,E01014445,17,14,31
L81132,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,WESTFIELD SURGERY,E01014448,72,80,152
L81132,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,WESTFIELD SURGERY,E01014449,68,67,135
L81132,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,WESTFIELD SURGERY,E01014450,76,75,151
L81132,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,WESTFIELD SURGERY,E01014451,72,82,154
L81132,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,WESTFIELD SURGERY,E01014455,1,0,1
L81132,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,WESTFIELD SURGERY,E01014459,6,3,9
L81132,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,WESTFIELD SURGERY,E01014460,0,3,3
L81132,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,WESTFIELD SURGERY,E01014469,271,228,499
L81132,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,WESTFIELD SURGERY,E01014470,389,435,824
L81132,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,WESTFIELD SURGERY,E01014471,278,318,596
L81132,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,WESTFIELD SURGERY,E01014472,142,141,283
L81132,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,WESTFIELD SURGERY,E01033079,8,14,22
L81133,11H,NHS Bristol CCG,Bath and North East Somerset,STUDENT HEALTH SERVICE,E01014428,0,1,1
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014370,246,234,480
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014371,165,138,303
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014372,151,106,257
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014373,12,3,15
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014374,2,6,8
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014375,2,5,7
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014376,6,6,12
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014377,14,15,29
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014379,2,3,5
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014380,1973,1411,3384
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014381,154,197,351
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014387,39,39,78
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014388,28,25,53
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014389,61,37,98
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014390,19,18,37
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014391,0,1,1
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014398,1,0,1
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014405,53,38,91
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014407,235,141,376
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014409,11,9,20
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014410,6,8,14
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014411,19,13,32
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014412,36,33,69
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014413,7,6,13
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014414,78,65,143
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014415,76,83,159
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014416,22,22,44
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014417,38,28,66
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014418,0,1,1
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014426,1,0,1
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014427,22,11,33
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014428,13,10,23
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014429,4,7,11
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014430,9,5,14
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014431,23,12,35
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014432,53,18,71
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014433,19,10,29
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014434,36,22,58
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014435,274,279,553
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014436,153,145,298
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014437,27,18,45
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014438,50,27,77
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014442,2,0,2
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014455,22,13,35
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014456,37,19,56
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014457,17,11,28
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014458,8,5,13
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014461,15,4,19
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014462,13,7,20
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014463,7,2,9
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014464,21,4,25
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014465,24,17,41
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014466,50,30,80
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014467,53,30,83
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014468,142,99,241
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014473,213,159,372
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014474,76,55,131
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014475,232,285,517
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014476,172,112,284
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014477,5,4,9
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014478,2,2,4
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014479,9,7,16
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014480,12,3,15
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014481,265,315,580
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014482,19,23,42
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014483,211,206,417
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01014484,233,238,471
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01033078,18,8,26
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01033079,0,1,1
L81617,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,UNIVERSITY MEDICAL CENTRE,E01033080,197,142,339
L81632,12A,NHS South Gloucestershire CCG,Bath and North East Somerset,EMERSONS GREEN MEDICAL CENTRE,E01014371,0,1,1
L81632,12A,NHS South Gloucestershire CCG,Bath and North East Somerset,EMERSONS GREEN MEDICAL CENTRE,E01014395,1,0,1
L81632,12A,NHS South Gloucestershire CCG,Bath and North East Somerset,EMERSONS GREEN MEDICAL CENTRE,E01014396,1,1,2
L81632,12A,NHS South Gloucestershire CCG,Bath and North East Somerset,EMERSONS GREEN MEDICAL CENTRE,E01014398,1,0,1
L81632,12A,NHS South Gloucestershire CCG,Bath and North East Somerset,EMERSONS GREEN MEDICAL CENTRE,E01014399,1,0,1
L81632,12A,NHS South Gloucestershire CCG,Bath and North East Somerset,EMERSONS GREEN MEDICAL CENTRE,E01014404,1,1,2
L81632,12A,NHS South Gloucestershire CCG,Bath and North East Somerset,EMERSONS GREEN MEDICAL CENTRE,E01014447,1,0,1
L81632,12A,NHS South Gloucestershire CCG,Bath and North East Somerset,EMERSONS GREEN MEDICAL CENTRE,E01014452,0,1,1
L81633,11H,NHS Bristol CCG,Bath and North East Somerset,52 CLIFTON DOWN ROAD,E01014382,1,0,1
L81633,11H,NHS Bristol CCG,Bath and North East Somerset,52 CLIFTON DOWN ROAD,E01014385,1,0,1
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014370,18,17,35
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014371,12,14,26
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014372,25,23,48
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014373,52,41,93
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014374,33,33,66
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014375,64,57,121
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014376,41,40,81
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014377,16,13,29
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014379,1,2,3
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014380,4,11,15
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014381,8,9,17
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014387,0,1,1
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014388,3,1,4
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014389,1,0,1
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014390,5,3,8
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014393,1,1,2
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014405,10,7,17
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014407,2,2,4
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014409,157,189,346
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014410,83,73,156
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014411,257,304,561
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014412,18,17,35
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014413,13,21,34
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014414,9,8,17
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014415,13,8,21
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014416,9,7,16
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014417,8,6,14
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014427,6,12,18
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014428,2,4,6
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014429,6,4,10
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014430,3,0,3
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014431,6,2,8
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014432,2,1,3
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014433,2,1,3
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014434,6,0,6
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014435,1,1,2
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014436,0,1,1
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014437,6,3,9
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014438,3,3,6
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014443,1,0,1
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014453,1,0,1
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014455,1,1,2
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014456,2,1,3
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014457,0,2,2
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014458,3,3,6
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014461,7,2,9
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014462,5,2,7
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014463,2,2,4
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014464,3,2,5
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014465,79,82,161
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014466,46,53,99
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014467,329,323,652
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014468,59,78,137
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014469,1,0,1
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014473,3,2,5
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014474,0,1,1
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014475,4,3,7
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014476,3,3,6
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014477,4,2,6
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014478,4,5,9
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014479,5,9,14
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014480,6,7,13
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014481,4,0,4
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014482,2,1,3
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014483,3,2,5
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01014484,1,3,4
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01033078,3,1,4
L81637,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,GROSVENOR PLACE SURGERY,E01033080,13,11,24
L81642,12A,NHS South Gloucestershire CCG,Bath and North East Somerset,WELLINGTON ROAD SURGERY,E01014399,0,1,1
L81644,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,RUSH HILL SURGERY,E01014370,11,3,14
L81644,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,RUSH HILL SURGERY,E01014371,5,2,7
L81644,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,RUSH HILL SURGERY,E01014372,7,4,11
L81644,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,RUSH HILL SURGERY,E01014375,17,18,35
L81644,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,RUSH HILL SURGERY,E01014377,3,3,6
L81644,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,RUSH HILL SURGERY,E01014379,58,60,118
L81644,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,RUSH HILL SURGERY,E01014380,6,5,11
L81644,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,RUSH HILL SURGERY,E01014381,1,0,1
L81644,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,RUSH HILL SURGERY,E01014384,1,0,1
L81644,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,RUSH HILL SURGERY,E01014387,18,20,38
L81644,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,RUSH HILL SURGERY,E01014388,2,3,5
L81644,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,RUSH HILL SURGERY,E01014389,8,15,23
L81644,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,RUSH HILL SURGERY,E01014390,49,54,103
L81644,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,RUSH HILL SURGERY,E01014391,1,0,1
L81644,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,RUSH HILL SURGERY,E01014392,2,2,4
L81644,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,RUSH HILL SURGERY,E01014404,1,0,1
L81644,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,RUSH HILL SURGERY,E01014405,100,121,221
L81644,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,RUSH HILL SURGERY,E01014407,2,4,6
L81644,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,RUSH HILL SURGERY,E01014409,4,5,9
L81644,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,RUSH HILL SURGERY,E01014410,1,0,1
L81644,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,RUSH HILL SURGERY,E01014411,1,5,6
L81644,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,RUSH HILL SURGERY,E01014412,5,7,12
L81644,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,RUSH HILL SURGERY,E01014413,11,15,26
L81644,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,RUSH HILL SURGERY,E01014414,10,15,25
L81644,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,RUSH HILL SURGERY,E01014415,15,16,31
L81644,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,RUSH HILL SURGERY,E01014416,58,77,135
L81644,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,RUSH HILL SURGERY,E01014417,22,31,53
L81644,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,RUSH HILL SURGERY,E01014427,58,68,126
L81644,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,RUSH HILL SURGERY,E01014428,138,197,335
L81644,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,RUSH HILL SURGERY,E01014429,54,60,114
L81644,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,RUSH HILL SURGERY,E01014430,96,115,211
L81644,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,RUSH HILL SURGERY,E01014431,141,154,295
L81644,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,RUSH HILL SURGERY,E01014432,93,99,192
