Reference,Title,Description,Date,UnveilingYear,UnveilingDetails,Statement,Material,Inscription,History,Notes,WebsiteUrl,Height,Width,Depth,Diameter,SurfaceCondition,StructuralCondition,Address,Location,Lat,Lng,Categories,Artist1_Name,Artist1_Biography,Artist1_WebsiteUrl,Artist1_StartYear,Artist1_EndYear,Artist1_Notes,Artist2_Name,Artist2_Biography,Artist2_WebsiteUrl,Artist2_StartYear,Artist2_EndYear,Artist2_Notes,Artist3_Name,Artist3_Biography,Artist3_WebsiteUrl,Artist3_StartYear,Artist3_EndYear,Artist3_Notes,Artist4_Name,Artist4_Biography,Artist4_WebsiteUrl,Artist4_StartYear,Artist4_EndYear,Artist4_Notes,Artist5_Name,Artist5_Biography,Artist5_WebsiteUrl,Artist5_StartYear,Artist5_EndYear,Artist5_Notes,Artist6_Name,Artist6_Biography,Artist6_WebsiteUrl,Artist6_StartYear,Artist6_EndYear,Artist6_Notes,ImageFileNames,ImageCaptions,Ward,Output Areas (OA),Middle Layer Super Output Areas (MSOA),Boundary,Lower Layer Super Output Areas (LSOA)
BA32,Carnival of Dreams,"A series of eight collages depicting processions of people, children and animals on foot, in vehicles or riding animals.",2007,2007,,The theme of this work was ‘Carnival of Dreams’ which was inspired from a recent artwork titled ''The Procession’ made by Edwina in 2008.The procession or carnival is a celebration and coming together of a community. The artwork was made by the patients in the Children Centre.,"Paper, paint, sequins, feathers, cord, glitter glue, synthetic fur, foil, fabric, crayon, tissue paper, wooden spatula.",,"This work is the culmination of a residency with Edwina Bridgeman that took place during the winter of 2007/2008, funded through the Local Network Fund.","Conditions may apply to view this artwork due to the nature of its location. Please contact the Children''s Centre for advice<br>See also Edwina Bridgeman’s The Journey in the Atrium at the RUH and Wall Niches at Three Ways Special School, Bath",,68,247,,,Very good,,"Royal United Hospital, Children’s Centre corridors, Combe Park, Bath BA1 3NG","(51.3918, -2.39212)",51.3918,-2.39212,Drawing|Figurative,Edwina Bridgeman,"Edwina trained at Rose Bruford College of Speech & Drama in Kent and worked for many years as a scene painter in theatre. In 1990 she returned to college and did a BTEC in Art & Design at South Bristol. She started exhibiting in 1998 developed a solo show, ''All Saints'', for Black Swan Arts, Frome. She has since had solo exhibitions across the South West. In 2000 ''The Voyage Out'', a Black Swan Arts initiated project, toured the country until January 2003. In 2002 she received a major commission from the Royal United Hospital NHS Trust in Bath to create a piece for the atrium. In October 2003, she had her first solo show at the Victoria Art Gallery, Bath entitled ‘Miracles''. Bridgeman also works with adults and children in workshops.",http://www.edwinabridgeman.com/,1959,,with the children from the Children Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BA32-a.jpg|BA32-b.jpg,Copyright: Bath and North East Somerset |Copyright: Bath and North East Somerset,29,316,8,1,16
BA21,Play Mozart in Memory of Me,"The young Mozart depicted playing his violin (after the famous Salzburg statue) standing on a raised, pierced and scrolled bronze base, adorned with three doves, two squirrels and a mouse at Mozart''s feet.",1991,1991,The opening ceremony was attended by Yehudi Menuhin (then Trustee of the Bath Music Festival) and MP Chris Patten (then MP for Bath),,"Figure: bronze, drum base: Bath stone",WOLFGANG AMADEUS MOZART/BY DAVID BACKHOUSE 1991 (at the rear of statue on drum base. All caps) MOZART IN MEMORIUM/FOR MARK PURNELL/1938-1985/FROM HIS MOTHER (at front of drum base),Commissioned by the City of Bath under the terms of the Purnell Charitable Trust to copy the huge Salzburg statue but eventually scaled down. Mrs Purnell made a death-bed wish that the statue would commemorate her music-loving son. She died three months before coming to live in Bath. The piece is also linked to the Mozartfest Music Festival that takes place every year in Bath. Extract from the Public Monument and Sculpture Association National Recording Project http://pmsa.cch.kcl.ac.uk/pmsa-database/14423/,,,220,,,93,Good,Good. The violin bow is missing.,"Bath, Parade Gardens, the sculpture is opposite the bandstand and parallel to the river, Grand Parade, Bath BA2 4DF","(51.3818, -2.35702)",51.3818,-2.35702,Figurative|Sculpture,David Backhouse,"David Backhouse is a sculptor and a designer who lives and works near Bath. His early career was spent working and travelling in Europe, where he was particularly involved with portrait commissions. David has made many sculptures for public sites and private clients and has held numerous one-man exhibitions, both in the UK and abroad. He exhibits frequently at the Royal Academy Summer Exhibition and his work is in collections throughout the world. David is a Fellow of the Royal British Society of Sculptors (FRBS), a Royal West of England Academician (RWA), a Fellow of The Royal Society of Arts (FRSA) and a Member of The Society of Portrait Sculptors.",http://www.backhousesculptures.com,1941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BA21-a.jpg|BA21-b.jpg|BA21-c.jpg,Copyright: Bath and North East Somerset |Copyright: Bath and North East Somerset |Copyright: Bath and North East Somerset,35,3,7,1,21
BA75,DanceSCAPES,A series of framed photographs showing professional dance artists from the South West region in their local landscapes.,2006,2006,"Originally unveiled in the early part of 2006 at the British Dance Editions, the biennial showcase of UK dance.","Photographer, Kevin Clifford, combines the beauty of the West Country with the imagination and talent of the region''s most creative dance artists. The photographer explores the landscape through a dancer''s eyes using shape, shadow and light to create dynamic images to challenge our perception of dance. The locations are places of significance for each dancer and reflect many things from childhood, family, holidays, to places that have inspired works (extract from University of Bath ICIA website).  Part of the University of Bath Art Collection.","Colour photographic prints, framed",,"DanceSCAPES was a photography exhibition specially commissioned by Dance South West and Arts Council England, South West. Local dance agencies of Devon, Cornwall, Somerset, Dorset, Swindon, Gloucester and Bristol suggested nineteen professional dancers to take part in the project. ICIA (now Edge Arts) had the images reproduced on a much larger scale than they had been before. The whole exhibition was donated by the photographer to the University of Bath collection.","Viewing by appointment only please contact The Edge, University of Bath at edgeinfo@bath.ac.uk.",,73,104,,,Very good,,"Viewing by appointment only, please contact Edge Arts at: edgeinfo@bath.ac.uk.  University of Bath: 6 West Level 1 by the Lecture Theatre and The Edge reception desk at 1 East, University of Bath, Claverton Down, Bath, BA2 7AY","(51.3789, -2.32839)",51.3789,-2.32839,Photography,Kevin Clifford,"Devon-based photographer who has taken commissions from the Arts Council, National Lottery and Dance South West.",http://londondance.com/directory/dance-resources/photographers/kevin-clifford/,,,"Dancers include: Emily Dodd from Cornwall, Jane Mason from Devon, Kate Lee from Wiltshire, Louise Brown from Gloucestershire.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BA75-a.jpg,Copyright: Bath and North East Somerset,22,580,12,1,29
BA182,King Bladud,"King Bladud is standing and wears a tunic, a long cloak over his left shoulder and calf length boots. He has curly hair. His hands rest on a stick (missing at the moment). His right leg is extended in front of him. To his left is a pig modelled after the pig designed by Alan Dun for the King Bladud’s Pigs in Bath project. Both King Bladud and the Pig stand on a series of stone blocks of various shapes. The stone’s surface is textured at the bottom of their feet and smooth at the base.",1859,2009,"For images of the unveiling go to www.kingbladudspigs.org/king-bladud.htmlThe sculpture was unveiled in the presence of the Chairman of B&NES Council, Councillor Brian Chalker and Gitte Dawson, the King Bladud’s Pigs in Bath project organiser, as part of Heritage Open Week. To accompany the unveiling, 30 of the decorated pigs were put on display in Parade Garden for the day.","The sculpture celebrates the legend of King Bladud and the origins of the foundation of the city of Bath. It is made of a sculpture of <br>King Bladud from 1859 sculpted by Stefano Valerio Pieroni and a pig sculpture carved in 2009 by Nigel Bryant and City of Bath College students, modelled on the King Bladud’s Pigs in Bath by Alan Dun.",King Bladud:: Bath stone<br>The Pig:: Bath stone,,"During the 19th Century, the King Bladud sculpture was displayed on the top of a fountain that was giving free mineral water at the junction of Bath Street.  For images of the original sculpture go to: www.bathintime.co.uk/image.php?id=311532&idx=0&fromsearch=true<br>The fountain and the sculpture were then split in 1872 and removed from Bath Street. The fountain was moved to Bog Island and the sculpture was moved to the grounds of various houses on Entry Hill and in the gardens of Springfield Nursing Home. In 2007, the statue was placed in storage, but the Council was looking for an opportunity to return it to a public space. The King Bladud’s Pigs in Bath project provided this opportunity. The statue was cleaned and installed with financial support from the project and individual donors. A pig modeled after the King Bladud’s Pigs in Bath was added alongside the original sculpture to commemorate the successful public art project of 2008.",,http://www.kingbladudspigs.org,247,70,,,"Fair, with some stains.","Poor. The walking stick that King Bladud’s is holding is damaged, only the upper and lower parts remain.","Bath, Parade Garden, towards the terrace over looking the river. Terrace Walk, Grand Parade, BA2 4DF","(51.3823, -2.35747)",51.3823,-2.35747,Figurative|Sculpture,Nigel Bryant,"Nigel Bryant is a City of Bath College Stonemasonary Lecturer, an artist and a Sustrans Ranger. He was a member of the Two Tunnels cycling scheme project for which the King Bladud’s Pigs in Bath raised money",,,,The Pig,Stefano Valerio Pieroni,"Little is known about Stefano Valerio Pieroni . He was an Italian sculptor who also produced a large Bath stone basin, the Kemble Vase, that he donated to the Royal Victoria Park in the middle of 19th C.Nigel Bryant is a City of Bath College Stonemasonary Lecturer, an artist and a Sustrans Ranger. He was a member of the Two Tunnels cycling scheme project for which the <i>King Bladud’s Pigs in Bath</i> raised money.",,,,King Bladud,,,,,,,,,,,,,,,,,,,,,,,,,BA182-a.jpg|BA182-b.jpg|BA182-c.jpg,Copyright: Bath and North East Somerset |Copyright: Bath and North East Somerset |Copyright: Bath and North East Somerset,35,11,7,1,20
BA40,"Jim Lowe photographic series includes: Westbury White Horse, Wiltshire Field Patterns, Storm Passing Avebury Ring, Silbury Hill, Roundway Trees in Winter, Storm Approaching Salisbury Plains",Various Wiltshire landscapes in black and white.,2004,,,Rural black and white photographs of Wiltshire.,Archival fiber based silver halide Selenium toned,Signature of the artist,Purchased by the Art Steering Group at the RUH.,,,38,48,,,Very good,,"Royal United Hospital, RUH West, 1st Floor corridor, Combe Park. Bath BA1 3NG","(51.3917, -2.39088)",51.3917,-2.39088,Photography,Jim Lowe,"Jim Lowe, was elected a Fellow of the Royal Photographic Society in 2000, is Vice President of the Federation of European Photographers and Chairman of their qualifications board, Fellow and past president of the British Institute of Professional Photography and has had work published in the UK, Europe and the USA. His hand crafted black and white images have been acquired by collectors as far a field as Japan, India, South Africa, Canada and The Republic of Ireland as well as the UK and Europe. His work has been exhibited in London, Moscow and Bath. Jim also specialises in Architectural Photography, has recently published a book entitled ‘Architectural Photography Inside and Out’.",http://www.silvercontrast.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BA40-a.jpg|BA40-b.jpg,Copyright: Bath and North East Somerset |Copyright: Bath and North East Somerset,29,316,8,1,16
BA159,Seat,"A seat made of stone with animal carvings on both sides and at the back of the seat. The animals are a pelican, an owl and geese.",1993,,,Seat is decorated with animals and reflects the residents’ interests.,Stone,,Bath Quarry in Limpley Stoke donated the stone for the service users to carve and Seat was the first piece made by the residents. A seat was deemed easier to manage for a first attempt at carving. With the rest of the stone the residents sculpted Friendship Circle (BA157),"Access to the piece is by appointment, please contact the RNID centre to arrange a visit. <br>See also Friendship Circle (BA157) at RNID Poolmead, Bath",,87,86,,,"Good, some traces of moss",Good,"Poolmead House, Community Service Area, RNID Poolemead, Twerton, Bath BA2 1RN","(51.3803, -2.40022)",51.3803,-2.40022,,Richard Sadd,Richard Sadd organised arts and craft sessions for Poolemead residents and later became a Sign Language interpreter.,,,,,Tony Hay,Tony Hay organised music and movement sessions for residents at RNID Poolemead.,,,,with the service users,,,,,,,,,,,,,,,,,,,,,,,,,BA159-a.jpg|BA159-b.jpg|BA159-c.jpg,Copyright: Bath and North East Somerset |Copyright: Bath and North East Somerset |Copyright: Bath and North East Somerset,28,468,11,1,91
BA23,Man’s Hand in Nature,"A giant man carved in a redwood tree, his body covered in giant leaves. His arms are held above his head and clasp a bouquet of oak and pine tree foliage, acorn and pinecones.",2001,2001,,The work is a celebration of man’s cultivation and collection of decorative plants throughout history for our pleasure.,Giant redwood,"‘Man’s Hand in Nature’, etc, Sequoiadendron Giganteum ‘Wellingtonia’. Planted circa 1855, died 2001. Carved by Lee Dickenson Squashed Apple Carving Studio",This sculpture is made out of one of the original twelve Giant Redwoods brought over to the UK in the 1850s. It succumbed to Honey Fungus (one of the few blights able to kill the Giant Redwood). To celebrate its life and place in the Botanical Gardens wood sculptor Lee Dickenson was commissioned to create a sculpture with the remaining trunk of the tree. The chain saw carving took seven days. The sculpture was commissioned by B&NES Council Parks and Open Spaces.,See also Lee Dickenson’s Crocodile at Keynsham Memorial Park in Keynsham,,700,350,,,Fair. Moss and lichen at the base of the tree,Very good,"Bath, Royal Victoria Park, near the top entrance of the Botanic Gardens, close to Dovecote-Weston Road side of Cotswold Way, Bath BA1 2DS","(51.3883, -2.37672)",51.3883,-2.37672,Figurative|Sculpture,Lee Dickenson,"Dickenson started working as a full time carver-sculptor in 1990 and has since been covering a range of works from architecture to furniture, ecclesiastical works, lettering, memorials, figures, wildlife sculptures, reproductions, restoration repair and conservation. He started running the Squashed Apple studio in Radstock in 1998, and is offering a full range of services. Some of his works have travelled as far as Europe, North America, India, the Far East and Australia.",http://www.squashedapplewoodcarving.co.uk,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BA23-a.jpg|BA23-b.jpg|BA23-c.jpg,Copyright: Bath and North East Somerset |Copyright: Bath and North East Somerset |Copyright: Bath and North East Somerset,34,205,9,1,115
R135,Radstock Memorial Graffiti and other pieces,"An eight meters long piece with lettering, what appears to be an angel character and text by the artists as memorial to their deceased friends. Two smaller pieces includes one with a DJ mixing at his deck.",2005,2006,The piece was unveiled in a small party by the young people.,The largest graffiti at the back of the Youth Centre was done in memory of two young people from Radstock who died in a car accident.The graffiti facing the car park were done on a separate occasion to give the area a local identity and a sense of ownership to the young people.,Spray paint on wall,Artist’s signatures,NESA involved local young people who expressed a wish to produce graffiti. Matthew Body was employed by NESA to facilitate the spraying sessions and empower young people to express their ideas while furthering their spraying skills.,"There are a number of other graffiti made by local young people inside youth clubs around B&NES, including at Time Out Youth Club in Keynsham, Greystone Youth Centre in Radstock and Peasedown St John Youth Club. Access is by appointment only, please contact the relevant Youth Centres.",,200,8500,,,"Fair to poor, the paint is scratched in some areas",Good,"Radstock Youth Centre, back of Greystones Youth Centre and car park, Church Street, BA3 3QQ","(51.291, -2.44722)",51.291,-2.44722,,Matthew Body,,,,,with young people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R135-a.jpg|R135-b.jpg|R135-c.jpg,Copyright: Bath and North East Somerset |Copyright: Bath and North East Somerset |Copyright: Bath and North East Somerset,12,413,24,1,79
BA93,Creation,A brightly coloured piece of mosaic with numerous figures and symbols. The figure of Man in an egg shape is at the centre of the mosaic; above him are a dove and a single eye. Below Man is a fish in water and a lion at the bottom left. The Omega symbol is at the very bottom.,1985,1985,,"The mosaic represents many Christian symbols such Alpha and Omega, the fish and the dove, Man is at the centre of the composition and a bird, symbol of the Holy Spirit.",Mosaics,,The mosaic was a gift to the Chaplaincy.,,,153,122,,,Good,Good,"University of Bath, East wall of the Chaplaincy, Claverton Down, Bath, BA2 7AY","(51.3799, -2.32749)",51.3799,-2.32749,Figurative|Mosaic,Arthur Goodwin,"Artist and teacher who became Vice-Principal of Exeter College of Art and Design.  Goodwin was a painter and mixed media artist who developed a reputation as a mosaic artist in the 1970s, having been inspired by his trips to India. Examples of his work can be seen at Torbay Hospital, Northcott Theatre in Exeter and the Royal Devon and Exeter Hospital among several places. Other work can be found in private collections in England, the United States and India.",,1922,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BA93-a.jpg,Copyright: Bath and North East Somerset,22,580,12,1,29
BA49,Ann Scorgie series including Cat on a Roof and Medieval Bridge at Bradford-on-Avon,Cat on a Roof: a row of houses’ backyards with a white cat walking on the roof. The colours are surrealist and perspective is skewed. Framed <br>Medieval Bridge at Bradford-on-Avon: a brightly coloured view of Bradford-on-Avon bridge. Framed,2003,2003,,"Scorgie paints primarily in a naïve style. She likes to draw bold, deliberate shapes if she can find them. The struggle with manual dexterity is difficult but can produce interesting results. Scorgie usually paints in gouache, with other paint media and inks added as needed. Extract from Ann Scorgie’s page on the BANA website: www.bana-arts.co.uk",Both paintings are gouache on paper.,Cat on a Roof: none<br>Medieval Bridge at Bradford-on-Avon: none,Both paintings were donated by the artist.,,,30,41,,,Cat on a Roof: very good<br>Medieval Bridge at Bradford-on-Avon: very good,,"Royal United Hospital, RUH central, ground floor Atrium staircase, Combe Park Bath BA1 3NG","(51.3916, -2.39105)",51.3916,-2.39105,Figurative|Painting,Ann Scorgie,"Ann Scorgie was born in 1941. She worked as a secretary then in publishing before studying at the University of Kent as a mature student between 1973-6. She developed MS in 1978, this both affected and informed her work. Scorgie attends the City of Bath College for painting classes and has exhibited at the College. She also took part in October 2004 in the show ''Creative Space'' at Holton Lea near Poole in Dorset. Scorgie also writes poetry and prose pieces for various writing groups.",http://www.bana-arts.co.uk,1941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BA49-a.jpg|BA49-b.jpg,Copyright: Bath and North East Somerset |Copyright: Bath and North East Somerset,29,316,8,1,16
BA1,St Alphege Triptych and Copper Cross,"St Alphege Triptych: made of three screens. The centrepiece depicts St Alphege, arms raised to the sky, in a dark red cape, his back to the viewer, facing Bath Abbey at the top of the screen with boulders and bones at his feet. The side screens bear geometric, embroidered and raised patterns under a column and an arch. ‘Saint Alphege’ is spelt in golden thread on the left hand side of the triptych.<br>Copper Cross: above the centre screen sits a round cross, cut out in a sheet of copper with etchings and decorations depicting sea shells and wheat.",1997,1997,"The St Alphege chapel was dedicated with Jane Lemon and Melanie Sproat pieces, on October 1997","St Alphege Triptych: St Alphege is surrounded by the bones and boulders that were used to martyr him. He is seen offering the Abbey to God. Alphege was Prior of Bath from about 980 to 983.<br>Copper Cross is made of copper from Zambia to reflect the links between the Diocese of Bath and Wells and a church in Zambia. <br>There is also an altar frontal piece not always on display accompanying the St Alphege Triptych and Copper Cross. It features an embroidered shell symbolising pilgrimage to the Abbey, framed by growing wheat made of gold thread and cords, symbolising growth and the bread of the Eucharist.","St Alphege Triptych: fabric, gems, thread, leather, suede and cord.<br>Copper Cross: copper",St Alphege Triptych: none<br>Copper Cross: none,The St Alphege chapel was restored as part of the Bath Abbey Millennium programme and Melanie Sproat and Jane Lemon were commissioned to produce the triptych and the cross. Friends of Bath Abbey funded the project.,"See also Jane Lemon’s Gethsemane Altar Frontal in the Gethsemane Chapel and the Trinity Altar Frontal and Melanie Sproat’s Amnesty Candle in the Gethsemane Chapel, Bath Abbey.",,200,150,,17,St Alphege Triptych: good<br>Copper Cross: good,St Alphege Triptych: good<br>Copper Cross: good,"St Alphege Chapel, East end of the North choir aisle, Bath Abbey, Abbey Church Yard, Bath BA1 1LT","(51.3814, -2.35884)",51.3814,-2.35884,Church Art|Decorative|Figurative,Jane Lemon,"Jane Lemon MBE was a founder member and Chairman of the Sarum Group, at Salisbury. She was a Costume Designer for BBC Television for eight years, after more than five years experience in the theatre. After spending several years developing and teaching the art of embroidered box making, she achieved her ambition of working entirely in ecclesiastical embroidery. Her designs can be seen in the Cathedrals of St Alban''s, Exeter, Salisbury and Wells, Bath and Sherborne Abbeys, and many churches around the country including two venues in the U.S.A.",,,2015,design of the St Alphege Triptych,Melanie Sproat,"Melanie graduated with an MA in Applied Art - Fine Metals at the Royal College of Art in 1978 following a BA in 3D Design (wood, ceramics, metal and glass) at Buckinghamshire College of High Education. Between 1980 and 2000 she was a freelance designer and maker of 3D works and a teacher of 3D design. She is currently course leader in jewellery and fine metal at the Bath College. She worked on several commissions including for Durham Cathedral, HRH The Duke of Gloucester, Clerical Medical Investment Group and National Westminster Bank Narrow Quay Development in Bristol. She is a member of the British Artist Blacksmith Association and the Association of Contemporary Jewellers.",,,,Copper  Cross,The Sarum Group,The Sarum Group was founded in 1978 when Jane Lemon’s class was invited by the Dean of Salisbury Cathedral to mount an exhibition of their ecclesiastical embroidery. From then on the group received many commissions.,,,,embroidery,,,,,,,,,,,,,,,,,,,BA1-a.jpg|BA1-b.jpg|BA1-c.jpg,Copyright: Bath and North East Somerset |Copyright: Bath and North East Somerset |Copyright: Bath and North East Somerset,35,11,7,1,20
BA44,"Girl on bike, Barcelona Lovers and Barcelona Discussion","Girl on Bike: a girl riding a bicycle head titled back looking at the sky<br>Barcelona Discussion: two figures sitting on a bench in conversation. The figure on the left is closed in and looking at the ground, the other figure is leaning toward the enclosed figure, in an engaged position.<br>Barcelona Lovers: A figure holding another closely. Both are sitting on a bench.",2006,2006,,"‘My sculptures are observations of human action and interaction. I am interested in capturing a moment that I find perhaps poignant or subtly humorous. I am particularly fascinated by people engrossed in their own world, unaware of themselves and oblivious to the observer. Whilst my sculptures are initially inspired by the actions of specific people, the sculptures themselves are not about those individuals, but about aspects of our human nature, common to us all.’ Sophie White. Extract from Sophie White’s website http://www.axsf41.dsl.pipex.com/index.htm",Bronze resin,,On loan from the artist.,,,150,182,,,Very good,Good,"Royal United Hospital Girl on Bike and Barcelona Discussion: ground floor, right hand side of the central courtyard in RUH central. Barcelona Lovers: ground floor courtyard of RUH West, Combe Park Road, Bath BA1 3NG","(51.3917, -2.39099)",51.3917,-2.39099,Figurative|Sculpture,Sophie White,"Sophie White is a professional Bristol sculptor exhibiting throughout the U.K in sculpture parks and galleries. Her life-size and smaller works capture fleeting moments of human interaction. Her work is cast in bronze and bronze-resin. White followed her passion for creating sculpture after graduating with a language degree at Nottingham University and studied at the Elizabeth Frink School of Sculpture in Staffordshire followed by a postgraduate course at The Cyprus College of Art. The artist returned to the U.K in 2001 and set up her studio at Spike Island in Bristol and later at Widcombe Studios in Bath. She has had ten solo shows including at the Grant Bradley Galley in Bristol, Kingswood School in Bath (where she was artist in residence), Brixton Art Gallery in London and Broomhill Sculpture Park in Devon.",http://www.axsf41.dsl.pipex.com/index.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BA44-a.jpg|BA44-b.jpg|BA44-c.jpg,Copyright: Bath and North East Somerset |Copyright: Bath and North East Somerset |Copyright: Bath and North East Somerset,29,316,8,1,16
BA66,Hand to Hand,A series of four wall size handprints of the artist’s hand,2007,2007,"The school was officially opened by The High Sheriff of Somerset, David Medlock on Wednesday 17 October 2007.","Walking in nature is an essential part of Richard Long’s practice. His work includes art made by walking in landscapes, photographs of sculptures made along the way and walks made into ‘textworks’ as well as indoor installations. Richard says of his work: ‘I consider my landscape sculptures inhabit the rich territory between two ideological positions, namely that of making ''monuments'' or conversely, of ''leaving only footprints''. Extract from Richard Long’s website: www.richardlong.org","Laminated, digitally enlarged, painted handprints made with mud",,"Three Ways was built in 2007 and replaced three smaller Bath special schools. The architects of the building are 3B Burgess. Ray Smith was consultant artist for the building and produced several pieces with students and on his own in the building. Other artists were Edwina Bridgeman, Jason Bruges, Jon Cole, Tim Horrigan, Lesley Kerman, Cleo Mussi and Martyn Ware. <br>The building received several awards such as the British Council for School Environment award under the category ‘Inspire Design-Special Needs’ in 2008 and the ‘Project of the Year’ and ‘Best Value’ Award at the South West Built Environment Award.","Access to the piece is by appointment, please contact the school to arrange a visit.",,240,700,,,Very good,,"Three Ways School, 180 Frome Road, Bath, BA2 5RF
<br>Main corridor wall","(51.3556, -2.37011)",51.3556,-2.37011,Figurative|Mural,Richard Long,"Born in Bristol, Richard studied at the West of England College of Art, Bristol between 1962 and 1965 and then St. Martin''s School of Art, London from 1966-68. He lives and works in Bristol and has an international career in landscape sculptures. He was nominated four times for the Turner Prize and has been exhibiting in the most prominent museums and galleries since 1968, from the Museum of Modern Art in New York, to the Whitechapel Art Gallery in London and the Setagaya Art Museum in Tokyo.",http://www.richardlong.org,1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BA66-a.jpg|BA66-b.jpg,Copyright: Bath and North East Somerset |Copyright: Bath and North East Somerset,18,262,17,1,4
BA184,Seed Head,A round ball of spiky metal rods planted in the ground of the central flowerbed in the garden. The sculpture represents a seed head.,2005,2005,The piece was installed during a small celebration.,"The sculpture represents the planet Uranus. The artist compares the unassuming arrival of a seed head into a garden with the ‘new star’ entering William Herschel’s sky.<br>Ruth’s work explores the strength of nature and its ability to sustain existence through its ongoing lifecycles. Her particular interest is in the Plant Kingdom. An initial response to a flower is that it is a delicate and beautiful object, something that can be picked or crushed. This may be true of an individual bloom, but a plant’s continued cycle and relentless growth makes them the longest surviving organism on the planet.<br>Ruth Moilliet’s website: www.ruthmoilliet.com",Powder coated steel,,"The Spaced Out UK project’s aim was to represent the world’s largest scale model of the Solar system using geographical locations across the UK. The Sun for instance was located at the Jodrell Bank Observatory, Cheshire. 18 artists were commissioned to represent the Sun, planets, Halley’s comet asteroids and Kuiper Belt objects. Ruth Moilliet was asked to produce a sculpture for the planet Uranus. <br>The Herschel Museum arranged to host Seed Head permanently in the Museum’s garden.  The arrival of Seed Head coincided with the Herschel Museum Heavenly Bodies sculpture exhibition.",,http://www.spacedout-uk.com,,,,125,Good. Some pebbles are lodged at the centre of the ball.,Good,"Bath, The Herschel Museum of Astronomy, central flowerbed of the museum’s garden, 19 New King Street, BA1 2 BL","(51.3826, -2.36688)",51.3826,-2.36688,Abstract|Sculpture,Ruth Moilliet,"Ruth Moilliet has an established reputation for sculpting glass and metal. Her work explores the strength of nature and its ability for survival.Ruth was awarded a BA in Fine Art Sculpture in 2000 and an MA in Art as Environment from Manchester Metropolitan University in 2002.  She has had a range of collective and solo exhibitions across the UK since 2002. She was commissioned by Kew Gardens, the Botanic Garden of Wales, Urban Splash and internationally by the Four Seasons Hotel in Hong Kong.  Her works regularly appears in the national press, garden and interior decoration magazines.",http://www.ruthmoilliet.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BA184-a.jpg|BA184-b.jpg|BA184-c.jpg,Copyright: Bath and North East Somerset |Copyright: Bath and North East Somerset |Copyright: Bath and North East Somerset,34,212,9,1,115
