id,title,date,easting,northing,homepage,image,thumbnail,usage terms,location,Ward,Output Areas (OA),Middle Layer Super Output Areas (MSOA),Boundary,Lower Layer Super Output Areas (LSOA)
epw033155,"The Royal Crescent, Royal Victoria Park and environs, Bath, 1930",1930/07/01,374302,165294,http://www.britainfromabove.org.uk/image/epw033155,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW033155.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW033155.jpg,http://www.britainfromabove.org.uk/download/EPW033155,"(51.386094023669884, -2.3706780466876984)",34,205,9,1,115
eaw026677,"Farmland, Compton Martin, 1949. This image has been produced from a print.",1949/10/01,355203,159004,http://www.britainfromabove.org.uk/image/eaw026677,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW026677.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW026677.jpg,http://www.britainfromabove.org.uk/download/EAW026677,"(51.328350039530676, -2.6443290567766056)",4,87,21,1,32
epr000139,"Lansdown Crescent and environs, Lansdown, 1934",1934/07/04,374515,166010,http://www.britainfromabove.org.uk/image/epr000139,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPR000139.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPR000139.jpg,http://www.britainfromabove.org.uk/download/EPR000139,"(51.39254152574762, -2.3676688524197664)",21,242,7,1,2
epw005459,"Keynsham Hams, Keynsham, from the west, 1921",1921/03/20,364511,169612,http://www.britainfromabove.org.uk/image/epw005459,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW005459.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW005459.jpg,http://www.britainfromabove.org.uk/download/EPW005459,"(51.424388298298005, -2.511806694135806)",24,161,1,1,48
epw005460,"Keynsham Hams, Keynsham, from the west, 1921",1921/03/20,364678,169665,http://www.britainfromabove.org.uk/image/epw005460,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW005460.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW005460.jpg,http://www.britainfromabove.org.uk/download/EPW005460,"(51.42487529834751, -2.5094102349213654)",24,161,1,1,48
epw060100,"The Purnell and Sons Ltd Printing Works, Paulton, 1938",1938/11/01,364972,156636,http://www.britainfromabove.org.uk/image/epw060100,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW060100.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW060100.jpg,http://www.britainfromabove.org.uk/download/EPW060100,"(51.307746122260454, -2.5038939352346175)",13,363,23,1,68
epw001952,"Gay Street and The Circus, Bath, 1920",1920/07/01,374773,165228,http://www.britainfromabove.org.uk/image/epw001952,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW001952.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW001952.jpg,http://www.britainfromabove.org.uk/download/EPW001952,"(51.385521817888716, -2.3639050342738197)",35,21,7,1,22
eaw049562,"The Chew Valley and the site of Chew Valley Lake prior to filling, West Harptree, from the south, 1953",1953/05/26,356432,157203,http://www.britainfromabove.org.uk/image/eaw049562,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW049562.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW049562.jpg,http://www.britainfromabove.org.uk/download/EAW049562,"(51.312252679012786, -2.6264704217198878)",2,274,21,1,6
eaw027296,"The site of Chew Valley Lake, Chew Magna, from the north-west, 1949",1949/10/19,357504,161590,http://www.britainfromabove.org.uk/image/eaw027296,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW027296.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW027296.jpg,http://www.britainfromabove.org.uk/download/EAW027296,"(51.35177826160507, -2.6116158244818974)",6,79,21,1,31
epw048393,"Gay Street and environs, Bath, from the south-east, 1935",1935/07/01,374881,164935,http://www.britainfromabove.org.uk/image/epw048393,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW048393.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW048393.jpg,http://www.britainfromabove.org.uk/download/EPW048393,"(51.3828921416618, -2.362332266361654)",35,11,7,1,20
epw060102,"The Purnell and Sons Ltd Printing Works and surrounding countryside, Paulton, 1938. This image has been produced from a damaged negative.",1938/11/01,364919,156771,http://www.britainfromabove.org.uk/image/epw060102,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW060102.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW060102.jpg,http://www.britainfromabove.org.uk/download/EPW060102,"(51.308956682712505, -2.5046675584942135)",13,581,23,1,69
epw001951,"Queen Square and environs, Bath, 1920",1920/07/01,374796,164989,http://www.britainfromabove.org.uk/image/epw001951,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW001951.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW001951.jpg,http://www.britainfromabove.org.uk/download/EPW001951,"(51.383373893359675, -2.3635574869163025)",34,193,9,1,55
eaw026389,"Matthew Coombe and Sons Southdown Nursery and environs, Southdown, 1949",1949/09/08,373062,163542,http://www.britainfromabove.org.uk/image/eaw026389,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW026389.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW026389.jpg,http://www.britainfromabove.org.uk/download/EAW026389,"(51.370283314254756, -2.388363473510966)",27,441,15,1,85
epw048377,"The city, Bath, from the north-east, 1935",1935/07/01,375452,164974,http://www.britainfromabove.org.uk/image/epw048377,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW048377.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW048377.jpg,http://www.britainfromabove.org.uk/download/EPW048377,"(51.3832679073589, -2.3541302296083493)",35,9,7,1,21
epw033308,"St Nicholas's Church and the town, Radstock, 1930",1930/07/01,368888,154711,http://www.britainfromabove.org.uk/image/epw033308,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW033308.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW033308.jpg,http://www.britainfromabove.org.uk/download/EPW033308,"(51.290665906536134, -2.447548835911668)",12,413,24,1,79
eaw026393,"Matthew Coombe and Sons Southdown Nursery, Southdown, 1949",1949/09/08,373115,163671,http://www.britainfromabove.org.uk/image/eaw026393,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW026393.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW026393.jpg,http://www.britainfromabove.org.uk/download/EAW026393,"(51.37144573052976, -2.387611924390483)",27,441,15,1,85
eaw002941,"The Newark Works and environs, Bath, 1946",1946/10/02,374602,164416,http://www.britainfromabove.org.uk/image/eaw002941,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW002941.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW002941.jpg,http://www.britainfromabove.org.uk/download/EAW002941,"(51.37821311622625, -2.366303957523483)",33,561,12,1,109
epw022274,"Fry's Somerdale Factory, Somerdale, 1928",1928/08/01,365872,169433,http://www.britainfromabove.org.uk/image/epw022274,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW022274.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW022274.jpg,http://www.britainfromabove.org.uk/download/EPW022274,"(51.42286273959872, -2.4922157268539924)",24,161,1,1,48
epw053129,"The Tramway Depot, the Cattle Market and Laura Place, Bath, 1937",1937/05/19,375123,165147,http://www.britainfromabove.org.uk/image/epw053129,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW053129.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW053129.jpg,http://www.britainfromabove.org.uk/download/EPW053129,"(51.384809033219334, -2.3588698694147037)",35,11,7,1,20
eaw026457,"The city centre, Bath, from the west, 1949",1949/09/08,374773,164512,http://www.britainfromabove.org.uk/image/eaw026457,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW026457.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW026457.jpg,http://www.britainfromabove.org.uk/download/EAW026457,"(51.37908395380507, -2.363853945957813)",34,196,9,1,55
epw001937,"Raby Place and environs, Bath, 1920",1920/07/01,375741,164975,http://www.britainfromabove.org.uk/image/epw001937,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW001937.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW001937.jpg,http://www.britainfromabove.org.uk/download/EPW001937,"(51.383289383659005, -2.3499775977120145)",22,74,12,1,30
eaw026449,"The city centre, Bath, from the south, 1949",1949/09/08,375294,164335,http://www.britainfromabove.org.uk/image/eaw026449,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW026449.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW026449.jpg,http://www.britainfromabove.org.uk/download/EAW026449,"(51.37751548893481, -2.3563559109715713)",35,13,7,1,21
eaw032285,"Sunnymede, the E. S. & A. Robinson Ltd Paper Mill and environs, Keynsham, 1950. This image was marked by Aerofilms Ltd for photo editing.",1950/09/05,366007,168788,http://www.britainfromabove.org.uk/image/eaw032285,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW032285.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW032285.jpg,http://www.britainfromabove.org.uk/download/EAW032285,"(51.4170715405234, -2.490212167232124)",16,152,3,1,45
epw053131,"The Tramway Depot, St Michael's Church and Laura Place, Bath, 1937",1937/05/19,375160,165107,http://www.britainfromabove.org.uk/image/epw053131,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW053131.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW053131.jpg,http://www.britainfromabove.org.uk/download/EPW053131,"(51.38445100409027, -2.3583353804895633)",35,6,7,1,20
eaw049564,"The Chew Valley and the site of Chew Valley Lake prior to filling, Compton Martin, from the south-west, 1953",1953/05/26,355185,157274,http://www.britainfromabove.org.uk/image/eaw049564,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW049564.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW049564.jpg,http://www.britainfromabove.org.uk/download/EAW049564,"(51.31279394978223, -2.6443693080334723)",4,87,21,1,32
eaw000751,"Great Pulteney Street, Henrietta Park and Sydney Gardens, Bath, 1946",1946/05/09,375464,165155,http://www.britainfromabove.org.uk/image/eaw000751,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW000751.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW000751.jpg,http://www.britainfromabove.org.uk/download/EAW000751,"(51.38489587884127, -2.3539703631226194)",35,8,7,1,21
eaw002265,"Fry's (Cadbury's) Somerdale Factory, Somerdale, 1946",1946/08/18,365604,169354,http://www.britainfromabove.org.uk/image/eaw002265,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW002265.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW002265.jpg,http://www.britainfromabove.org.uk/download/EAW002265,"(51.42213617819641, -2.496062234836216)",24,172,1,1,49
eaw027293,"Stoke Hill, Breach Hill Lane and surrounding countryside, Chew Stoke, 1949. This image was marked by Aerofilms Ltd for photo editing.",1949/10/19,355754,160889,http://www.britainfromabove.org.uk/image/eaw027293,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW027293.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW027293.jpg,http://www.britainfromabove.org.uk/download/EAW027293,"(51.345341562030235, -2.636656250591284)",6,84,21,1,31
epr000026,"Kingwell Hall Preparatory School, Farmborough, 1934. This image has been affected by flare.",1934/07/04,364780,159262,http://www.britainfromabove.org.uk/image/epr000026,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPR000026.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPR000026.jpg,http://www.britainfromabove.org.uk/download/EPR000026,"(51.331345535401056, -2.506908550371212)",8,126,16,1,40
eaw040770,"Kingswood School Playing Fields alongside Lansdown Cemetery and Beckford's Tower, Lansdown, 1951. This image has been produced from a print marked by Aerofilms Ltd for photo editing.",1951/10/11,373804,167663,http://www.britainfromabove.org.uk/image/eaw040770,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW040770.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW040770.jpg,http://www.britainfromabove.org.uk/download/EAW040770,"(51.40737176513966, -2.3780099743934504)",21,233,7,1,1
eaw047210,"Parish's House, Timsbury, 1952",1952/10/09,367320,158712,http://www.britainfromabove.org.uk/image/eaw047210,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW047210.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW047210.jpg,http://www.britainfromabove.org.uk/download/EAW047210,"(51.326552441293, -2.4704019576435763)",14,459,16,1,87
epw001946,"The Circus, Bath, 1920",1920/07/01,374759,165273,http://www.britainfromabove.org.uk/image/epw001946,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW001946.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW001946.jpg,http://www.britainfromabove.org.uk/download/EPW001946,"(51.38592580666505, -2.3641094260118076)",35,21,7,1,22
eaw010776,"Kingwell House (The Lock Out), Cross Ways, 1947",1947/09/17,365129,159133,http://www.britainfromabove.org.uk/image/eaw010776,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW010776.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW010776.jpg,http://www.britainfromabove.org.uk/download/EAW010776,"(51.330207232609645, -2.50188679311055)",8,126,16,1,40
eaw000752,"Laura Place, Henrietta Park and Great Pulteney Street, Bath, from the south-west, 1946",1946/05/09,375355,165057,http://www.britainfromabove.org.uk/image/eaw000752,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW000752.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW000752.jpg,http://www.britainfromabove.org.uk/download/EAW000752,"(51.38400997318274, -2.355529828602532)",35,8,7,1,21
eaw049572,"The Chew Valley and the site of Chew Valley Lake prior to filling, Chew Magna, from the north-east, 1953",1953/05/26,358758,161787,http://www.britainfromabove.org.uk/image/eaw049572,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW049572.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW049572.jpg,http://www.britainfromabove.org.uk/download/EAW049572,"(51.353642180951816, -2.593632736104688)",6,79,21,1,31
eaw002942,"The Newark Works and the River Avon, Bath, 1946",1946/10/02,374559,164502,http://www.britainfromabove.org.uk/image/eaw002942,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW002942.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW002942.jpg,http://www.britainfromabove.org.uk/download/EAW002942,"(51.37898444522474, -2.366927951047384)",33,561,12,1,109
epw038336,"The Phonetic Institute Print Works (Pitman Press), Bath, 1932",1932/06/01,373730,164775,http://www.britainfromabove.org.uk/image/epw038336,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW038336.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW038336.jpg,http://www.britainfromabove.org.uk/download/EPW038336,"(51.3814011744336, -2.3788591553952054)",32,538,13,1,103
eaw002268,"Fry's (Cadbury's) Somerdale Factory, Somerdale, 1946",1946/08/18,365924,169511,http://www.britainfromabove.org.uk/image/eaw002268,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW002268.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW002268.jpg,http://www.britainfromabove.org.uk/download/EAW002268,"(51.423567193958164, -2.491475422719096)",24,161,1,1,48
epw001945,"The Abbey Church of St Peter and St Paul, Bath, 1920",1920/07/01,375146,164757,http://www.britainfromabove.org.uk/image/epw001945,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW001945.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW001945.jpg,http://www.britainfromabove.org.uk/download/EPW001945,"(51.38130338617496, -2.358511947810465)",35,12,7,1,20
eaw000753,"Laura Place, Henrietta Park and Great Pulteney Street, Bath, 1946",1946/05/09,375405,165107,http://www.britainfromabove.org.uk/image/eaw000753,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW000753.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW000753.jpg,http://www.britainfromabove.org.uk/download/EAW000753,"(51.38446172413454, -2.3548148360426624)",35,8,7,1,21
epw041213,"F. Pratten & Co Horticultural Builders Works, Midsomer Norton, 1933",1933/05/01,366966,153543,http://www.britainfromabove.org.uk/image/epw041213,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW041213.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW041213.jpg,http://www.britainfromabove.org.uk/download/EPW041213,"(51.28005524618392, -2.475002047056482)",26,520,26,1,100
epw048378,"The city, Bath, from the north-east, 1935",1935/07/01,375845,164955,http://www.britainfromabove.org.uk/image/epw048378,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW048378.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW048378.jpg,http://www.britainfromabove.org.uk/download/EPW048378,"(51.38311401159709, -2.348481832516919)",22,73,12,1,30
epw001949,"The Royal Crescent, Bath, 1920",1920/07/01,374481,165353,http://www.britainfromabove.org.uk/image/epw001949,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW001949.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW001949.jpg,http://www.britainfromabove.org.uk/download/EPW001949,"(51.386632631124115, -2.368110064716905)",34,200,9,1,115
eaw049896,"The Circus and environs, Bath, 1953",1953/06/12,374765,165284,http://www.britainfromabove.org.uk/image/eaw049896,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW049896.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW049896.jpg,http://www.britainfromabove.org.uk/download/EAW049896,"(51.38602498038266, -2.3640239911963583)",35,21,7,1,22
eaw002946,"Industry at Bath Riverside including the Victoria Works, Avonbank Works and the Gas Works and environs, Bath, 1946",1946/10/02,374137,164885,http://www.britainfromabove.org.uk/image/eaw002946,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW002946.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW002946.jpg,http://www.britainfromabove.org.uk/download/EAW002946,"(51.38240900459214, -2.3730191871363386)",33,559,12,1,112
epw001958,"General view of the town centre, Bath, from the north, 1920",1920/07/01,375073,164993,http://www.britainfromabove.org.uk/image/epw001958,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW001958.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW001958.jpg,http://www.britainfromabove.org.uk/download/EPW001958,"(51.38342214868332, -2.3595774938475373)",35,11,7,1,20
eaw000750,"Laura Place, Henrietta Park and Great Pulteney Street, Bath, 1946",1946/05/09,375418,165119,http://www.britainfromabove.org.uk/image/eaw000750,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW000750.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW000750.jpg,http://www.britainfromabove.org.uk/download/EAW000750,"(51.3845701872303, -2.3546288661255774)",35,8,7,1,21
eaw000743,"Lansdown Crescent and environs, Lansdown, from the south-west, 1946",1946/05/09,374609,165962,http://www.britainfromabove.org.uk/image/eaw000743,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW000743.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW000743.jpg,http://www.britainfromabove.org.uk/download/EAW000743,"(51.392114171502556, -2.3663144272764316)",21,242,7,1,2
epw001939,"Lansdown Crescent and St Stephen's Church, Bath, from the south-west, 1920",1920/07/01,374618,165869,http://www.britainfromabove.org.uk/image/epw001939,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW001939.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW001939.jpg,http://www.britainfromabove.org.uk/download/EPW001939,"(51.39127837456545, -2.3661783997350887)",21,242,7,1,2
epw053135,"Henrietta Park and the city centre, Bath, 1937. This image has been affected by flare.",1937/05/19,375160,165132,http://www.britainfromabove.org.uk/image/epw053135,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW053135.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW053135.jpg,http://www.britainfromabove.org.uk/download/EPW053135,"(51.38467578989747, -2.3583371372875055)",35,6,7,1,20
eaw023886,"The Newark Works, River Avon and environs, Bath, from the south-east, 1949. This image has been produced from a print marked by Aerofilms Ltd for photo editing.",1949/06/14,374848,164380,http://www.britainfromabove.org.uk/image/eaw023886,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW023886.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW023886.jpg,http://www.britainfromabove.org.uk/download/EAW023886,"(51.37790042746797, -2.362766966608818)",33,561,12,1,109
epw001161,"View over Bath city centre and the Abbey, Bath, 1920",1920/05/01,375121,164780,http://www.britainfromabove.org.uk/image/epw001161,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW001161.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW001161.jpg,http://www.britainfromabove.org.uk/download/EPW001161,"(51.38150908889546, -2.358872780755375)",35,11,7,1,20
epw033157,"The city, Bath, from the south, 1930",1930/07/01,375340,164315,http://www.britainfromabove.org.uk/image/epw033157,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW033157.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW033157.jpg,http://www.britainfromabove.org.uk/download/EPW033157,"(51.37733766946778, -2.355693615975602)",35,13,7,1,21
eaw027294,"Stoke Hill near Stoke Villice, Breach Hill Lane and surrounding countryside, Chew Stoke, 1949. This image was marked by Aerofilms Ltd for photo editing.",1949/10/19,355609,160684,http://www.britainfromabove.org.uk/image/eaw027294,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW027294.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW027294.jpg,http://www.britainfromabove.org.uk/download/EAW027294,"(51.34348704780342, -2.638712342563485)",6,84,21,1,31
