Image,GPSLocationAltitude,GPSLocationAccuracy,VillageWard,AccessStreet,LocationDescription,AssetNo,BinType,Location,Ward,Output Areas (OA),Middle Layer Super Output Areas (MSOA),Boundary,Lower Layer Super Output Areas (LSOA)
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAy8LevQkM.jpg,209,10,Paulton,Winterfield road,Winterfield road and Oakland's junc,0,Other,"(51.301565, -2.495919)",13,369,23,1,67
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu4_u0AgM.jpg,177,10,Midsomer Norton,Pit road,Pit road on the right by footpath,0,Other,"(51.285554, -2.475926)",26,513,26,1,100
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh7nYngsM.jpg,96,30,Lower Swainswick,Gloucester road,Alice park car park,0,Knight,"(51.398006, -2.341076)",23,220,4,1,58
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu52ingkM.jpg,123,10,,London road,London road junc with Cleveland place next to computer shop,0,Jubilee,"(51.389923, -2.356946)",35,15,7,1,22
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu9OSzAoM.jpg,182,10,Radstock,Wells road,Westfield bus stop wells bound,0,Knight,"(51.286363, -2.466429)",26,511,26,1,97
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICgqbSOuQgM.jpg,115.8,5,Southdown,Haycombe Drive,Whiteway Circle,LB0375,Jubilee,"(51.375018, -2.400423)",27,452,15,1,86
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu_fkrAkM.jpg,127,30,Bathwick,Great pulteney street,Rugby side of beazer maze,0,Knight,"(51.382586, -2.356654)",35,3,7,1,21
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICg2d--6wsM.jpg,160.1,10,Odd Down,Midford Road,St Martin's Court bus stop Frome bound by footpath,LB0362,Jubilee,"(51.357776, -2.370759)",18,263,17,1,4
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAy_2pmgoM.jpg,133,10,Carlingcott,High street,Carlingcot. By phone box,Unknown,Jubilee,"(51.321386, -2.436556)",15,389,22,1,71
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAy_ek8AoM.jpg,116,10,City Centre,Brock street,Margret buildings,0,Big Belly,"(51.387004, -2.365631)",35,20,7,1,22
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-5bfsQsM.jpg,149,10,,Coronation avenue,Trowbridge house on junction with the oval,0,Knight,"(51.37049, -2.385986)",32,536,13,1,104
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA6_bbrAkM.jpg,95.22897,10,Fairfield Park,Fairfield Rd,"Fairfield park, toilets",LB0014,Jubilee,"(51.396826, -2.354102)",36,500,6,1,93
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAy7CP5wgM.jpg,117,10,Upper Weston,Pen hill road,The rec by foot path to southlands,0,,"(51.39569, -2.394293)",29,312,8,1,18
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAy9Sp_AkM.jpg,137,10,Fairfield Park,Fairfield park road,Fairfield stores,0,Jubilee,"(51.396884, -2.353901)",36,500,6,1,93
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAm7uC7AoM.jpg,82,10,City Centre,Gay street,Corner old king street and gay street,0,Big Belly,"(51.383998, -2.363096)",35,4,7,1,22
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu52izgoM.jpg,137,10,Southdown,Oriel grove,Outside #33,0,Knight,"(51.371285, -2.391194)",27,440,15,1,83
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh7StlQgM.jpg,72,10,Keynsham,Lambourne road,Footpath at end of Lambourne road,0,Knight,"(51.407666, -2.486978)",16,144,3,1,47
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA0_zEhAsM.jpg,27.6,5,Twerton,Bellotts Road,Twerton Cemetery,LB0155,Leafield,"(51.380305, -2.383453)",32,579,13,1,103
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA6-zC_wkM.jpg,70,10,,Broad quay,Between bus station and bridge across river,0,Other,"(51.377679, -2.360252)",35,13,7,1,21
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-93PoAkM.jpg,28.1,5,Twerton,Brougham Hayes,Opposite Girls school next to bench by crossing,LB0145,Leafield,"(51.379331, -2.375775)",33,559,12,1,112
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA29GRnwkM.jpg,231,10,Peasedown St John,Bath road,Peasedown st John Bath road by chip shop phone box,Unknown,Brunel,"(51.315179, -2.429242)",15,381,22,1,73
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-4-VrAsM.jpg,62,30,Twerton,Windsor bridge road,"Windsor bridge road wb bus stop, right side of bus shelter",0,Jubilee,"(51.383011, -2.381297)",32,538,13,1,103
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-6b5sgoM.jpg,79,10,Batheaston,The batch,Junc of the batch and London road west,0,Knight,"(51.4052, -2.321829)",1,35,10,1,23
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-8mr7ggM.jpg,74,10,Keynsham,Minsmere road,Minsmere road car park,0,Knight,"(51.407645, -2.483565)",16,141,3,1,47
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA276h9AkM.jpg,249,10,Timsbury,Somerset folly,Timsbury. somerset folly up path by st Marys close,Unknown,Brunel,"(51.326275, -2.482299)",14,460,16,1,87
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA28eM8AsM.jpg,174,10,Midsomer Norton,Redfield road,Junc of sperring court and red field road,0,Knight,"(51.28357, -2.490283)",25,302,27,1,13
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA6-yiwAkM.jpg,91,30,Keynsham,Dapps hill,Green space off dapps hill,0,Knight,"(51.411189, -2.496395)",37,182,2,1,52
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-5bzlAoM.jpg,178,30,City Centre,Stall street,Between roman baths and primark,0,Big Belly,"(51.380955, -2.360198)",35,10,7,1,20
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAi4rqnwoM.jpg,144,10,Midsomer Norton,Northmead road,Underhill and Northmead road,0,Knight,"(51.288627, -2.491808)",11,286,25,1,10
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh9quoAkM.jpg,146,10,East Harptree,Townsend,Junction of West Harptree Road,Unknown,Knight,"(51.304068, -2.619231)",2,272,21,1,6
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh6KzxgkM.jpg,129,10,Lansdown,Julian road,Bottom of Harley street,0,Knight,"(51.38839, -2.365512)",21,246,7,1,2
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA6_bbwAkM.jpg,206,10,Writhlington,Manor park,Outside #3,0,Knight,"(51.29069, -2.429908)",12,414,24,1,78
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAz6qj6wgM.jpg,117.4,10,Westfield,Cobblers Way,On green area next to bench,LB0139,Leafield,"(51.281665, -2.468517)",26,516,26,1,98
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAq7WwngsM.jpg,170,10,,Ambleside road,Georgian view bus stop nb,0,Jubilee,"(51.366325, -2.387501)",27,447,15,1,84
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICgue7zxggM.jpg,133.1,5,Writhlington,Frome Road,Next to 132 Frome Road at footpath entrance,LB0331,Leafield,"(51.289507, -2.431926)",12,416,24,1,78
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu7HBsAoM.jpg,50,10,,Kensington meadows,The meadows,0,Knight,"(51.391864, -2.348922)",36,489,6,1,95
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA04HIxAoM.jpg,65,30,Upper Weston,Weston high street,"Brookside house, outside bath bakery",0,Knight,"(51.395885, -2.393725)",20,545,5,1,108
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu_fkjAkM.jpg,114,10,Lower Weston,Newbridge road,Rudmore park city bound bus stop,0,Knight,"(51.386732, -2.398576)",29,317,8,1,17
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu8HiywsM.jpg,156,10,Radstock,Wells road,Westfield bus stop bath bound,0,Jubilee,"(51.28617, -2.466844)",26,511,26,1,97
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA88bBuQoM.jpg,158,10,Chew Stoke,Chew Lane,By bus shelter near roundabout,Unknown,Knight,"(51.355906, -2.631063)",6,83,21,1,31
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA89TS2gkM.jpg,181,10,Combe Down,The firs,Entrance to park from The Firs,0,Other,"(51.360638, -2.347936)",19,117,18,1,38
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAy9Sp8goM.jpg,147,30,City Centre,James street,Kingsmead square car park,0,Other,"(51.381782, -2.364052)",34,194,9,1,55
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu7Sb1QkM.jpg,59.9,5,Lansdown,Julian Road,Julian Road Bus Stop,LB0041,Jubilee,"(51.388157, -2.36613)",34,199,9,1,115
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu8Hi8wgM.jpg,184,10,Timsbury,Greenvale drive,Timsbury. Greenvale drive junction with loves hill,Unknown,Knight,"(51.32383, -2.480332)",14,454,16,1,88
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu7SbwQkM.jpg,123,10,Bathford,Dovers park,Opposite bathford primary school and next to bus stop,0,Knight,"(51.399486, -2.300553)",1,45,10,1,24
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAm9TLowgM.jpg,59,10,Saltford,The shallows,The shallows park riverside,0,Knight,"(51.403449, -2.450944)",17,426,16,1,80
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh9KNvggM.jpg,150,10,Bathford,Bathford hill,Junc church street and,0,Knight,"(51.400682, -2.302007)",1,43,10,1,26
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAm8q-2AoM.jpg,133,10,Keynsham,Coronation road,Lulworth road bus stop,0,Evolution,"(51.408248, -2.502569)",37,186,2,1,53
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAm56ovwkM.jpg,27.9,5,Kingsmead,Upper Bristol Rd,Outside Mr Ds,BB,Big Belly,"(51.383786, -2.37008)",34,209,9,1,115
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAy5b2kgoM.jpg,110,10,Radstock,Waterloo road,Chichester place,0,Knight,"(51.292905, -2.444922)",12,415,24,1,76
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu9OS1AsM.jpg,180,30,East Harptree,Church lane,Waldegrave Arms Pub.,Unknown,Knight,"(51.301403, -2.62354)",2,272,21,1,6
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICgsd2CtAkM.jpg,40.4,5,Keynsham,Charlton Road,Opposite no.45 at the bus stop,LB0172,Leafield,"(51.413036, -2.506311)",24,164,1,1,49
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA27LOlQsM.jpg,76.2,5,Whitchurch,A37,Outside Toby Carvery,LB0078,Jubilee,"(51.407073, -2.558624)",7,401,20,1,75
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu7SbkQgM.jpg,85,10,Oldfield Park,Beckhampton road,"Junction of beckhampton, st kilda, Shaftesbury",0,Evolution,"(51.376271, -2.378184)",31,351,14,1,64
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICgsdfuuAgM.jpg,24.8,5,Weston,Station Road,By footpath,LB0334,Leafield,"(51.383511, -2.388748)",29,326,8,1,15
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-9LHmAgM.jpg,124,10,Bear Flat,Shaftesbury avenue,Memorial park by memorial,0,Brunel,"(51.376842, -2.377061)",31,348,14,1,63
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAy7CPhwsM.jpg,207,10,Combe Down,Meare road,Meare road green,0,,"(51.364372, -2.357413)",19,110,18,1,39
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICg2ZeFmwgM.jpg,122.5,5,Odd Down,Rush Hill,Culverhay School delivery entrance by footpath,LB0367,Jubilee,"(51.364135, -2.391013)",30,340,19,1,62
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAm-XkoQkM.jpg,105.5,5,Westfield,Wells Road/Junction with Maple Drive,At junction close to bench,LB0131,Leafield,"(51.289092, -2.458425)",26,508,26,1,99
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-6G_uAoM.jpg,178,10,Temple Cloud,Ham close,By football field,Unknown,Other,"(51.320414, -2.539085)",2,267,20,1,7
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu7SbtQoM.jpg,56.066921,10,Batheaston,Catherine Way,Bus stop out 165 Catherine way,N/A,Brunel,"(51.411554, -2.316041)",1,37,10,1,23
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAm7613AgM.jpg,91,10,City Centre,Charlotte street,Charlotte street car park by cycle hire,0,Other,"(51.383914, -2.366159)",34,193,9,1,55
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA24ru_QkM.jpg,24,10,Newbridge,Station Road,"Station Road, Newbridge by footpath",LB0104,Leafield,"(51.383485, -2.388615)",34,208,9,1,54
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAm9-o9QkM.jpg,83.3,5,Midsomer Norton,Station Road,Where cycle path crosses Station Road,LB0066,Jubilee,"(51.292442, -2.477544)",11,277,25,1,8
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICgsaPGjgsM.jpg,81.4,5,Weston,Lansdown Lane/Eastfield Avenue,Lansdown Lane Bus Stop,LB0339,Jubilee,"(51.401317, -2.395666)",20,557,5,1,106
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAm6_5gQsM.jpg,147,30,Monkton Combe,Church lane,Monkton combe. Church lane by pub,Unknown,,"(51.356998, -2.327568)",10,56,10,1,113
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA8-_e-wgM.jpg,112,10,City Centre,Charlotte street,Between areas E & F of Charlotte street car park,0,Other,"(51.384413, -2.369256)",34,209,9,1,115
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICgseLfrAkM.jpg,162.5,5,Peasedown St John,Ashgrove,By bus stop outside no. 3,LB0118,Leafield,"(51.319857, -2.419326)",15,395,22,1,71
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAm9-ozQkM.jpg,70.900417,10,Radstock,Fortescue Road,Car park Victoria Hall,LB0009,Jubilee,"(51.291189, -2.446831)",12,413,24,1,79
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA6_bbrAgM.jpg,41,10,Oldfield Park,Lower Oldfield Park,"Lower Oldfield Park, Junction Road",N/A,Jubilee,"(51.377683, -2.373908)",33,559,12,1,112
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAm6_5oQkM.jpg,167,10,Clutton,Rogers close,Rogers close,Unknown,,"(51.332339, -2.544684)",5,96,20,1,35
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA27md4QgM.jpg,98,10,City Centre,Green park road,3A near lift on Avon street multistorey car park,0,Other,"(51.378763, -2.362347)",35,14,7,1,20
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh_7zgAsM.jpg,239,10,Stanton Drew,Stanton wick lane,"On green triangle by old phone box opposite house called  Keppelgate, Stanton Wick lane",Unknown,Knight,"(51.354592, -2.556382)",5,102,20,1,34
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAy9m0wQoM.jpg,100,10,Stanton Drew,Bromley Road,Near toll house ,Unknown,Knight,"(51.369237, -2.580264)",5,101,20,1,34
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICgwb6t_AoM.jpg,159.7,10,Combe Down,Church Road,Outside school gates near new bus stop,LB0297,Leafield,"(51.359264, -2.347291)",19,117,18,1,38
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA6_bb4AsM.jpg,27,30,Lambridge,London road,Lambridge bus stop by bath rugby training ground,0,Knight,"(51.396161, -2.342037)",23,230,4,1,58
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICg4cHKpAgM.jpg,105.8,10,Midsomer Norton,Clapton Road,Outside play area,LB0235,Jubilee,"(51.283193, -2.493304)",25,302,27,1,13
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu9CTtQgM.jpg,20.5,5,Newbridge,Locksbrook Road,Outside The Grocer on Locksbrook Road,LB0091,Leafield,"(51.384148, -2.383582)",34,207,9,1,54
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA24ru6QgM.jpg,130,10,Southdown,The hollow,Bottom of playing fields,0,,"(51.377276, -2.385145)",32,529,13,1,102
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh7L4hwsM.jpg,85,10,City Centre,Grand parade,Opposite Garfunkel's,0,Big Belly,"(51.3822, -2.357067)",35,3,7,1,21
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA18uC8goM.jpg,15.1,10,Walcot,London Road,Snow Hill bus stop,LB0223,Jubilee,"(51.391499, -2.35352)",36,492,6,1,96
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICgsd2C1AkM.jpg,20.1,10,City Centre,Green Park Road,Green Park Bus Stop,LB0396,Jubilee,"(51.380135, -2.366627)",34,195,9,1,55
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-93P4AgM.jpg,160.8,5,Peasedown St John,Bath Road,By pedestrian entrance to Recreation Ground,LB0108,Leafield,"(51.314317, -2.431323)",15,378,22,1,73
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAm9-ooQkM.jpg,127,10,Midsomer Norton,South road,Community centre car park,0,Knight,"(51.287557, -2.476532)",11,290,25,1,11
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA687lywgM.jpg,140,10,Bloomfield,Bloomfield road,Entrance to Bloomfield park from Bloomfield road,0,,"(51.371551, -2.366718)",18,254,17,1,3
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICgme6b_gkM.jpg,165.8,5,Combe Down,North Road/Bradford Road,By bench opposite Combe Road,LB0358,Jubilee,"(51.360354, -2.351919)",19,107,18,1,38
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICg2bPEjgoM.jpg,55.3,5,Moorfields,Moorfields Road,"Moorfields Road, Ashford Road junction",LB0379,Jubilee,"(51.370317, -2.377652)",31,360,14,1,65
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh5nE4QoM.jpg,107,10,,Broad street,Broad street car park pay and display,0,Other,"(51.384514, -2.361167)",35,11,7,1,20
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu6nz_AsM.jpg,79,10,Keynsham,Dragons hill,The lookout,0,Knight,"(51.415075, -2.49353)",16,152,3,1,45
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh8Hn5wkM.jpg,117.3,5,Southdown,Mount Road,Twerton Roundhill Open Space Hillier Garden Centre Side,Unknown,Knight,"(51.368096, -2.398733)",27,444,15,1,84
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu8HiswoM.jpg,225,10,Peasedown St John,Ashgrove,opp keels hill,Unknown,Knight,"(51.31774, -2.421989)",15,393,22,1,70
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA27LO0QgM.jpg,171,30,Southdown,Southdown road,Junc Southdown road and Hillcrest drive,0,Evolution,"(51.368989, -2.390695)",27,445,15,1,84
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAq7WwvggM.jpg,118,30,Lansdown,Camden crescent,Bennett's lane bus stop,0,Brunel,"(51.39397, -2.356705)",36,491,6,1,94
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA6_bb0AsM.jpg,67,30,,Wells road,Bottom of ramp that goes under railway by bottom of wells road car park,0,Knight,"(51.377199, -2.362102)",33,567,12,1,109
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-5bzhAsM.jpg,122,10,City Centre,Manvers,By pay and display machine in center of manvers st car park top deck,0,Other,"(51.379398, -2.356412)",35,13,7,1,21
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA09eg4wgM.jpg,136,30,Lansdown,Belvedere,Just inside entrance to Hedgemead park,0,Knight,"(51.387751, -2.360945)",21,245,7,1,59
